Pixel, Red, Green, Blue, Fire
1693,255,183,130,0
1694,255,185,128,0
1695,255,190,131,0
1696,255,199,137,0
1697,255,192,133,0
1698,255,188,133,0
1699,255,183,128,0
1700,250,173,119,0
1701,245,168,114,0
1702,243,163,114,0
1703,243,163,114,0
1704,238,160,112,0
1705,236,158,110,0
1706,231,154,110,0
1707,227,150,106,0
1708,223,145,106,0
1709,219,141,102,0
1710,215,137,99,0
1711,210,134,98,0
1712,204,128,94,0
1713,201,126,94,0
1714,198,123,92,0
1715,195,120,89,0
1716,192,118,89,0
1717,191,122,91,0
1718,197,123,94,0
1719,203,126,96,0
1720,211,132,101,0
1721,218,135,103,0
1722,231,143,107,0
1723,225,136,96,0
1724,240,147,106,0
1725,255,163,120,0
1726,255,162,119,0
1727,255,163,118,0
1728,255,171,122,0
1729,255,175,122,0
1730,255,186,132,0
1731,255,188,131,0
1732,255,193,136,0
1733,255,200,139,0
1734,255,197,138,0
1735,255,191,136,0
1736,255,184,129,0
1737,250,173,119,0
1738,245,168,114,0
1739,247,167,118,0
1740,242,162,113,0
1741,239,161,113,0
1742,236,158,110,0
1743,231,154,110,0
1744,227,150,106,0
1745,223,145,106,0
1746,219,141,102,0
1747,215,137,99,0
1748,210,134,98,0
1749,204,128,94,0
1750,201,127,92,0
1751,198,123,91,0
1752,195,120,89,0
1753,192,118,89,0
1754,191,122,91,0
1755,197,123,94,0
1756,203,126,96,0
1757,211,132,101,0
1758,219,136,104,0
1759,231,143,107,0
1760,225,135,98,0
1761,240,146,108,0
1762,255,164,123,0
1763,255,162,120,0
1764,255,163,118,0
1765,255,171,122,0
1766,255,175,124,0
1767,255,185,131,0
1768,255,193,135,0
1769,255,192,137,0
1770,255,185,130,0
1771,251,174,120,0
1772,246,169,115,0
1773,249,169,120,0
1774,242,162,113,0
1775,239,161,113,0
1776,236,158,110,0
1777,231,154,110,0
1778,227,150,106,0
1779,223,145,106,0
1780,219,141,102,0
1781,215,137,99,0
1782,210,135,96,0
1783,204,128,94,0
1784,201,127,92,0
1785,198,123,91,0
1786,196,121,89,0
1787,192,118,89,0
1788,198,124,95,0
1789,205,128,98,0
1790,212,133,102,0
1791,218,135,103,0
1792,231,142,108,0
1793,226,136,99,0
1794,242,148,110,0
1795,255,166,125,0
1796,255,163,121,0
1797,255,166,121,0
1798,255,170,123,0
1799,255,174,123,0
1800,255,187,133,0
1801,255,196,137,0
1802,255,192,137,0
1803,255,187,132,0
1804,251,174,120,0
1805,246,169,115,0
1806,246,166,117,0
1807,242,162,113,0
1808,240,162,114,0
1809,237,159,111,0
1810,232,155,111,0
1811,228,151,107,0
1812,225,147,108,0
1813,221,143,104,0
1814,217,139,101,0
1815,213,138,99,0
1816,204,128,94,0
1817,201,127,92,0
1818,199,124,92,0
1819,196,121,89,0
1820,193,119,90,0
1821,191,117,88,0
1822,198,124,95,0
1823,205,128,98,0
1824,212,133,102,0
1825,217,134,102,0
1826,231,142,108,0
1827,228,135,101,0
1828,242,148,112,0
1829,255,166,125,0
1830,255,163,121,0
1831,255,166,121,0
1832,255,170,123,0
1833,255,174,124,0
1834,255,187,135,0
1835,255,197,138,0
1836,255,192,137,0
1837,255,188,133,0
1838,253,176,122,0
1839,246,169,115,0
1840,246,166,117,0
1841,243,163,114,0
1842,239,161,113,0
1843,237,159,111,0
1844,232,155,111,0
1845,228,151,107,0
1846,225,147,108,0
1847,221,143,104,0
1848,217,139,101,0
1849,213,138,99,0
1850,204,128,92,0
1851,201,127,92,0
1852,199,124,92,0
1853,196,121,89,0
1854,193,120,88,0
1855,191,117,88,0
1856,198,124,95,0
1857,205,128,98,0
1858,211,132,101,0
1859,217,134,102,0
1860,230,141,107,0
1861,229,136,102,0
1862,240,146,110,0
1863,255,166,128,0
1864,255,162,123,0
1865,255,166,123,0
1866,255,170,125,0
1867,255,174,124,0
1868,255,187,135,0
1869,255,198,139,0
1870,255,192,137,0
1871,255,190,135,0
1872,255,178,124,0
1873,246,169,115,0
1874,245,165,116,0
1875,243,163,114,0
1876,239,161,113,0
1877,237,159,111,0
1878,232,155,111,0
1879,228,151,107,0
1880,225,147,108,0
1881,221,143,104,0
1882,217,139,101,0
1883,213,138,99,0
1884,204,128,92,0
1885,201,127,90,0
1886,199,125,90,0
1887,196,121,89,0
1888,194,121,89,0
1889,192,118,89,0
1890,191,122,91,0
1891,198,124,95,0
1892,205,128,98,0
1893,211,132,101,0
1894,216,133,101,0
1895,228,139,105,0
1896,230,137,103,0
1897,238,144,110,0
1898,255,166,128,0
1899,255,162,123,0
1900,255,166,123,0
1901,255,169,124,0
1902,255,175,127,0
1903,255,186,135,0
1904,255,192,137,0
1905,255,192,137,0
1906,255,180,126,0
1907,246,169,115,0
1908,245,165,116,0
1909,244,164,115,0
1910,239,161,113,0
1911,236,158,110,0
1912,232,155,111,0
1913,228,151,107,0
1914,224,146,107,0
1915,221,143,104,0
1916,217,139,101,0
1917,212,137,98,0
1918,204,128,92,0
1919,201,127,90,0
1920,199,125,90,0
1921,197,123,88,0
1922,194,121,89,0
1923,192,119,87,0
1924,191,122,91,0
1925,198,124,95,0
1926,204,127,97,0
1927,210,131,100,0
1928,215,132,100,0
1929,227,138,106,0
1930,232,139,105,0
1931,236,142,108,0
1932,255,166,130,0
1933,255,162,125,0
1934,255,166,124,0
1935,255,169,126,0
1936,255,175,127,0
1937,255,186,135,0
1938,255,193,139,0
1939,255,193,138,0
1940,255,192,137,0
1941,255,181,127,0
1942,248,171,117,0
1943,246,166,117,0
1944,244,164,115,0
1945,239,161,113,0
1946,236,158,110,0
1947,231,154,110,0
1948,228,151,107,0
1949,224,146,107,0
1950,220,142,103,0
1951,217,139,101,0
1952,212,137,98,0
1953,204,128,92,0
1954,201,127,90,0
1955,199,125,90,0
1956,197,123,88,0
1957,194,121,89,0
1958,193,120,88,0
1959,191,122,91,0
1960,198,124,95,0
1961,204,127,97,0
1962,209,130,99,0
1963,215,132,100,0
1964,225,136,104,0
1965,231,141,107,0
1966,234,140,106,0
1967,255,166,130,0
1968,255,162,125,0
1969,255,166,124,0
1970,255,169,126,0
1971,255,175,127,0
1972,255,185,134,0
1973,255,191,137,0
1974,255,193,138,0
1975,255,191,136,0
1976,255,181,127,0
1977,250,173,119,0
1978,248,168,119,0
1979,244,164,115,0
1980,238,160,112,0
1981,236,158,110,0
1982,231,154,110,0
1983,227,150,106,0
1984,224,146,107,0
1985,220,142,103,0
1986,216,138,100,0
1987,212,137,98,0
1988,204,128,92,0
1989,201,127,90,0
1990,199,125,90,0
1991,197,123,88,0
1992,195,122,90,0
1993,193,120,88,0
1994,191,122,91,0
1995,197,123,94,0
1996,203,126,96,0
1997,209,130,99,0
1998,214,131,99,0
1999,224,135,103,0
2000,232,142,108,0
2001,233,139,105,0
2002,255,166,130,0
2003,255,162,125,0
2004,255,166,124,0
2005,255,168,125,0
2006,255,176,128,0
2007,255,183,132,0
2008,255,190,137,0
2009,255,193,138,0
2010,255,190,135,0
2011,255,181,127,0
2012,252,175,121,0
2013,250,170,121,0
2014,244,164,115,0
2015,238,160,112,0
2016,236,158,110,0
2017,231,154,110,0
2018,227,150,106,0
2019,224,146,107,0
2020,220,142,103,0
2021,216,138,100,0
2022,212,137,98,0
2023,204,129,90,0
2024,201,127,90,0
2025,199,125,90,0
2026,197,123,88,0
2027,195,122,90,0
2028,193,120,88,0
2029,191,122,91,0
2030,197,124,92,0
2031,202,127,96,0
2032,209,130,99,0
2033,212,132,99,0
2034,222,136,103,0
2035,231,142,108,0
2036,229,139,105,0
2037,255,166,130,0
2038,255,162,124,0
2039,255,165,126,0
2040,255,168,125,0
2041,255,175,130,0
2042,255,182,134,0
2043,255,188,136,0
2044,255,194,138,0
2045,255,189,134,0
2046,255,181,126,0
2047,253,176,124,0
2048,251,171,120,0
2049,244,164,115,0
2050,238,160,112,0
2051,236,158,110,0
2052,231,154,108,0
2053,227,150,106,0
2054,224,147,105,0
2055,220,142,103,0
2056,216,138,100,0
2057,211,136,97,0
2058,203,129,90,0
2059,201,127,90,0
2060,199,125,90,0
2061,196,123,90,0
2062,195,122,90,0
2063,192,121,91,0
2064,192,121,91,0
2065,197,124,92,0
2066,201,126,95,0
2067,204,129,98,0
2068,210,131,100,0
2069,214,134,101,0
2070,221,137,101,0
2071,227,141,106,0
2072,237,147,112,0
2073,254,160,124,0
2074,255,159,119,0
2075,255,170,128,0
2076,255,175,132,0
2077,255,179,134,0
2078,255,184,135,0
2079,255,189,137,0
2080,255,188,134,0
2081,255,183,131,0
2082,255,179,127,0
2083,253,173,122,0
2084,247,167,116,0
2085,239,161,112,0
2086,233,155,107,0
2087,230,153,107,0
2088,224,147,103,0
2089,219,144,102,0
2090,218,143,101,0
2091,211,136,96,0
2092,210,135,96,0
2093,203,129,92,0
2094,200,127,92,0
2095,198,125,92,0
2096,195,122,90,0
2097,191,120,88,0
2098,192,121,91,0
2099,197,124,92,0
2100,200,127,95,0
2101,204,129,98,0
2102,207,131,99,0
2103,211,132,99,0
2104,219,139,104,0
2105,223,139,103,0
2106,235,147,111,0
2107,254,162,125,0
2108,251,157,119,0
2109,255,160,121,0
2110,255,179,137,0
2111,255,180,137,0
2112,255,184,137,0
2113,255,191,139,0
2114,255,188,136,0
2115,255,183,132,0
2116,254,178,126,0
2117,253,173,122,0
2118,247,167,116,0
2119,239,161,112,0
2120,233,155,107,0
2121,229,152,106,0
2122,224,147,103,0
2123,219,144,102,0
2124,218,143,101,0
2125,211,136,96,0
2126,208,134,95,0
2127,203,129,92,0
2128,200,127,92,0
2129,198,125,93,0
2130,193,122,90,0
2131,191,120,90,0
2132,192,121,91,0
2133,197,123,94,0
2134,200,126,97,0
2135,204,129,100,0
2136,207,130,100,0
2137,209,130,97,0
2138,216,136,101,0
2139,226,142,106,0
2140,234,149,112,0
2141,242,152,115,0
2142,250,158,119,0
2143,255,162,122,0
2144,255,175,133,0
2145,255,181,138,0
2146,255,183,139,0
2147,255,188,136,0
2148,255,182,131,0
2149,253,177,127,0
2150,252,172,123,0
2151,248,168,119,0
2152,239,161,113,0
2153,233,155,107,0
2154,229,152,106,0
2155,224,147,103,0
2156,219,144,102,0
2157,217,142,102,0
2158,211,136,97,0
2159,208,134,95,0
2160,203,129,92,0
2161,200,127,92,0
2162,198,125,93,0
2163,193,122,90,0
2164,191,120,90,0
2165,191,122,91,0
2166,194,123,93,0
2167,199,125,96,0
2168,203,128,99,0
2169,205,130,99,0
2170,208,132,98,0
2171,214,136,100,0
2172,225,143,106,0
2173,232,148,111,0
2174,235,147,111,0
2175,252,160,121,0
2176,255,162,122,0
2177,255,170,128,0
2178,255,180,138,0
2179,255,182,138,0
2180,255,187,137,0
2181,254,180,131,0
2182,251,175,125,0
2183,251,171,122,0
2184,248,168,119,0
2185,239,161,113,0
2186,233,155,107,0
2187,229,152,108,0
2188,223,146,102,0
2189,219,144,104,0
2190,217,142,102,0
2191,211,136,97,0
2192,208,134,97,0
2193,203,129,94,0
2194,200,127,92,0
2195,198,125,93,0
2196,193,122,90,0
2197,192,121,91,0
2198,191,122,93,0
2199,194,123,95,0
2200,197,126,98,0
2201,202,128,99,0
2202,205,130,99,0
2203,210,134,100,0
2204,215,137,101,0
2205,218,138,101,0
2206,228,146,108,0
2207,237,152,115,0
2208,248,159,119,0
2209,249,156,115,0
2210,255,172,129,0
2211,255,178,135,0
2212,255,182,138,0
2213,255,187,137,0
2214,254,180,131,0
2215,251,175,126,0
2216,251,170,123,0
2217,248,167,120,0
2218,238,160,112,0
2219,233,155,107,0
2220,229,152,108,0
2221,223,146,102,0
2222,218,143,103,0
2223,217,142,102,0
2224,210,135,96,0
2225,208,134,97,0
2226,202,128,93,0
2227,200,127,92,0
2228,198,125,93,0
2229,194,123,91,0
2230,192,121,91,0
2231,191,122,93,0
2232,194,123,95,0
2233,196,125,97,0
2234,201,127,98,0
2235,203,130,98,0
2236,210,134,100,0
2237,211,135,99,0
2238,217,137,100,0
2239,225,143,106,0
2240,233,148,111,0
2241,244,156,118,0
2242,250,158,119,0
2243,255,166,125,0
2244,255,174,133,0
2245,255,180,136,0
2246,255,183,139,0
2247,255,186,138,0
2248,254,180,131,0
2249,251,175,126,0
2250,250,169,122,0
2251,246,165,118,0
2252,238,160,112,0
2253,232,154,106,0
2254,228,151,107,0
2255,223,146,102,0
2256,218,143,103,0
2257,217,142,102,0
2258,210,134,98,0
2259,207,133,96,0
2260,202,128,93,0
2261,200,127,92,0
2262,198,125,93,0
2263,194,123,91,0
2264,192,121,91,0
2265,191,122,91,0
2266,193,122,94,0
2267,196,125,97,0
2268,201,127,100,0
2269,203,129,100,0
2270,207,131,97,0
2271,209,133,97,0
2272,219,139,102,0
2273,223,141,104,0
2274,226,142,105,0
2275,236,151,112,0
2276,252,163,123,0
2277,248,159,117,0
2278,255,169,128,0
2279,255,178,136,0
2280,255,181,138,0
2281,255,188,139,0
2282,255,185,137,0
2283,254,180,131,0
2284,252,176,127,0
2285,250,170,121,0
2286,245,165,116,0
2287,238,160,112,0
2288,232,154,106,0
2289,228,151,107,0
2290,223,146,102,0
2291,218,143,103,0
2292,216,141,101,0
2293,210,134,98,0
2294,207,133,96,0
2295,202,128,93,0
2296,200,127,92,0
2297,198,125,93,0
2298,194,123,91,0
2299,193,122,92,0
2300,191,122,91,0
2301,192,123,94,0
2302,196,125,97,0
2303,200,126,99,0
2304,202,128,99,0
2305,203,129,94,0
2306,209,133,97,0
2307,214,136,98,0
2308,218,138,101,0
2309,228,146,109,0
2310,227,143,106,0
2311,245,157,119,0
2312,250,162,122,0
2313,255,167,127,0
2314,255,178,135,0
2315,255,179,136,0
2316,255,187,138,0
2317,255,184,134,0
2318,254,180,131,0
2319,252,176,126,0
2320,250,170,121,0
2321,244,164,115,0
2322,238,160,112,0
2323,232,154,106,0
2324,228,151,105,0
2325,223,146,102,0
2326,218,143,101,0
2327,216,141,101,0
2328,210,135,96,0
2329,207,133,96,0
2330,202,128,93,0
2331,200,127,92,0
2332,198,125,93,0
2333,194,123,91,0
2334,193,122,92,0
2335,191,122,91,0
2336,193,123,97,0
2337,195,125,99,0
2338,199,128,100,0
2339,203,129,100,0
2340,205,131,96,0
2341,209,133,97,0
2342,214,136,100,0
2343,219,139,102,0
2344,227,145,108,0
2345,228,144,107,0
2346,242,157,120,0
2347,247,162,123,0
2348,252,164,124,0
2349,255,171,130,0
2350,255,178,137,0
2351,249,182,130,0
2352,255,185,135,0
2353,253,179,130,0
2354,249,173,123,0
2355,246,166,117,0
2356,242,162,111,0
2357,233,155,106,0
2358,231,153,105,0
2359,226,149,103,0
2360,223,146,102,0
2361,218,143,101,0
2362,214,139,99,0
2363,211,136,97,0
2364,207,133,96,0
2365,203,129,94,0
2366,201,128,93,0
2367,199,126,94,0
2368,195,124,92,0
2369,194,123,93,0
2370,193,124,93,0
2371,192,125,96,0
2372,193,126,97,0
2373,191,126,96,0
2374,191,126,96,0
2375,191,124,97,0
2376,195,125,99,0
2377,199,128,100,0
2378,201,130,100,0
2379,204,131,96,0
2380,207,133,96,0
2381,212,136,100,0
2382,217,139,103,0
2383,224,144,107,0
2384,226,144,107,0
2385,240,156,119,0
2386,245,161,124,0
2387,249,164,125,0
2388,253,170,128,0
2389,255,177,135,0
2390,249,182,130,0
2391,255,185,133,0
2392,251,178,127,0
2393,247,171,121,0
2394,244,164,113,0
2395,240,160,109,0
2396,233,155,106,0
2397,230,152,103,0
2398,225,149,100,0
2399,222,145,99,0
2400,217,143,98,0
2401,214,139,97,0
2402,210,135,95,0
2403,207,133,94,0
2404,203,129,92,0
2405,200,127,92,0
2406,199,126,94,0
2407,195,124,92,0
2408,194,123,93,0
2409,194,125,94,0
2410,193,126,97,0
2411,193,126,97,0
2412,191,126,96,0
2413,191,126,96,0
2414,191,124,95,0
2415,193,126,97,0
2416,198,129,100,0
2417,201,130,100,0
2418,202,132,96,0
2419,206,134,96,0
2420,211,137,100,0
2421,215,139,103,0
2422,224,144,107,0
2423,226,144,107,0
2424,238,156,119,0
2425,243,161,123,0
2426,245,161,124,0
2427,249,167,127,0
2428,255,173,133,0
2429,255,180,137,0
2430,248,181,128,0
2431,254,183,131,0
2432,249,176,125,0
2433,244,168,116,0
2434,242,162,111,0
2435,238,158,107,0
2436,232,154,105,0
2437,229,151,102,0
2438,224,148,99,0
2439,221,144,98,0
2440,216,142,97,0
2441,212,137,95,0
2442,209,134,94,0
2443,205,131,92,0
2444,202,128,91,0
2445,200,127,92,0
2446,199,126,94,0
2447,196,125,93,0
2448,195,124,94,0
2449,194,125,94,0
2450,193,126,97,0
2451,194,127,98,0
2452,192,127,97,0
2453,191,126,96,0
2454,191,124,95,0
2455,193,126,97,0
2456,198,129,100,0
2457,200,131,100,0
2458,201,133,96,0
2459,204,135,96,0
2460,210,138,100,0
2461,213,139,102,0
2462,222,144,106,0
2463,222,142,105,0
2464,235,155,118,0
2465,240,160,123,0
2466,242,160,122,0
2467,244,165,126,0
2468,250,171,132,0
2469,255,176,135,0
2470,255,180,139,0
2471,249,182,130,0
2472,254,183,131,0
2473,247,174,123,0
2474,242,166,114,0
2475,240,160,109,0
2476,237,157,106,0
2477,230,152,103,0
2478,228,150,101,0
2479,223,147,98,0
2480,219,142,96,0
2481,214,140,95,0
2482,210,135,93,0
2483,207,132,92,0
2484,203,129,90,0
2485,201,127,90,0
2486,200,127,92,0
2487,199,126,94,0
2488,196,125,93,0
2489,196,125,95,0
2490,195,126,95,0
2491,194,127,98,0
2492,194,127,98,0
2493,192,127,97,0
2494,192,127,97,0
2495,192,127,97,0
2496,196,129,100,0
2497,198,132,100,0
2498,199,134,96,0
2499,201,136,96,0
2500,206,138,99,0
2501,212,140,102,0
2502,219,143,107,0
2503,220,142,106,0
2504,232,154,116,0
2505,237,159,121,0
2506,238,158,121,0
2507,241,163,124,0
2508,245,167,128,0
2509,249,172,130,0
2510,254,175,134,0
2511,251,184,132,0
2512,255,184,132,0
2513,247,174,123,0
2514,241,165,115,0
2515,240,160,109,0
2516,237,157,106,0
2517,229,151,102,0
2518,227,149,100,0
2519,222,146,97,0
2520,218,141,95,0
2521,212,138,93,0
2522,209,134,92,0
2523,205,130,90,0
2524,201,127,88,0
2525,200,126,89,0
2526,199,126,91,0
2527,199,126,94,0
2528,197,126,94,0
2529,197,126,96,0
2530,196,127,96,0
2531,195,128,99,0
2532,195,128,99,0
2533,193,128,98,0
2534,192,127,97,0
2535,192,127,97,0
2536,196,129,100,0
2537,198,132,100,0
2538,198,134,96,0
2539,200,137,96,0
2540,204,139,99,0
2541,208,140,101,0
2542,217,143,106,0
2543,217,141,105,0
2544,229,154,115,0
2545,236,158,120,0
2546,237,159,121,0
2547,239,161,123,0
2548,243,165,126,0
2549,246,168,129,0
2550,250,171,130,0
2551,255,177,136,0
2552,252,184,135,0
2553,255,184,134,0
2554,246,172,123,0
2555,240,164,114,0
2556,239,159,110,0
2557,237,157,106,0
2558,228,150,101,0
2559,225,147,99,0
2560,220,143,97,0
2561,216,139,95,0
2562,211,136,94,0
2563,207,132,92,0
2564,203,128,89,0
2565,199,125,88,0
2566,199,125,90,0
2567,198,125,90,0
2568,199,126,94,0
2569,197,126,94,0
2570,198,127,97,0
2571,197,128,97,0
2572,195,128,99,0
2573,195,128,99,0
2574,194,129,99,0
2575,193,128,98,0
2576,192,127,97,0
2577,196,129,100,0
2578,197,132,100,0
2579,197,135,96,0
2580,197,138,96,0
2581,203,140,99,0
2582,206,141,101,0
2583,215,143,105,0
2584,215,141,104,0
2585,228,152,116,0
2586,233,157,121,0
2587,237,159,121,0
2588,239,161,123,0
2589,242,164,125,0
2590,244,166,127,0
2591,247,168,127,0
2592,252,173,132,0
2593,255,179,139,0
2594,253,185,136,0
2595,255,184,134,0
2596,245,171,122,0
2597,239,163,113,0
2598,238,158,109,0
2599,237,157,108,0
2600,227,149,101,0
2601,224,146,98,0
2602,219,142,96,0
2603,215,138,94,0
2604,210,135,93,0
2605,206,131,91,0
2606,202,127,88,0
2607,198,124,87,0
2608,199,125,90,0
2609,198,125,90,0
2610,199,126,94,0
2611,198,127,95,0
2612,198,127,97,0
2613,198,129,98,0
2614,196,129,100,0
2615,196,129,100,0
2616,194,129,99,0
2617,193,128,98,0
2618,191,128,97,0
2619,195,130,100,0
2620,196,133,100,0
2621,195,135,98,0
2622,199,137,98,0
2623,202,138,100,0
2624,205,140,102,0
2625,213,143,107,0
2626,214,141,106,0
2627,226,152,117,0
2628,231,157,120,0
2629,236,160,124,0
2630,237,162,123,0
2631,239,164,125,0
2632,243,165,126,0
2633,245,167,128,0
2634,251,172,133,0
2635,255,178,139,0
2636,255,184,139,0
2637,253,185,136,0
2638,255,183,135,0
2639,244,170,123,0
2640,238,162,113,0
2641,235,157,109,0
2642,234,156,108,0
2643,227,149,101,0
2644,223,146,100,0
2645,219,142,98,0
2646,213,138,96,0
2647,209,134,94,0
2648,205,130,91,0
2649,201,125,89,0
2650,197,123,88,0
2651,197,124,91,0
2652,196,126,92,0
2653,197,126,94,0
2654,198,127,97,0
2655,198,129,100,0
2656,196,129,100,0
2657,196,129,102,0
2658,195,130,102,0
2659,195,130,102,0
2660,192,128,100,0
2661,197,134,101,0
2662,199,135,100,0
2663,203,137,103,0
2664,207,141,107,0
2665,210,142,107,0
2666,212,142,108,0
2667,216,146,112,0
2668,223,150,115,0
2669,233,159,124,0
2670,235,161,124,0
2671,238,164,127,0
2672,241,165,129,0
2673,243,167,131,0
2674,249,171,133,0
2675,254,176,138,0
2676,255,182,139,0
2677,255,184,138,0
2678,255,188,139,0
2679,239,167,119,0
2680,239,165,118,0
2681,233,159,112,0
2682,225,148,102,0
2683,227,150,104,0
2684,218,144,99,0
2685,210,135,93,0
2686,202,127,87,0
2687,204,129,90,0
2688,203,129,92,0
2689,194,120,85,0
2690,195,122,89,0
2691,191,120,88,0
2692,192,123,92,0
2693,192,125,96,0
2694,194,127,98,0
2695,194,129,101,0
2696,193,129,101,0
2697,195,131,104,0
2698,196,132,105,0
2699,193,129,102,0
2700,196,131,99,0
2701,199,133,101,0
2702,202,136,104,0
2703,205,139,107,0
2704,209,140,107,0
2705,210,141,108,0
2706,216,146,112,0
2707,221,151,117,0
2708,230,157,124,0
2709,232,159,124,0
2710,236,162,127,0
2711,238,164,129,0
2712,241,165,129,0
2713,245,169,133,0
2714,252,174,138,0
2715,255,181,139,0
2716,255,184,138,0
2717,239,167,119,0
2718,239,167,119,0
2719,234,160,113,0
2720,224,150,103,0
2721,225,151,106,0
2722,218,144,99,0
2723,210,135,95,0
2724,201,126,87,0
2725,202,128,91,0
2726,202,128,93,0
2727,194,119,87,0
2728,195,122,90,0
2729,191,126,98,0
2730,193,128,100,0
2731,193,129,102,0
2732,193,129,102,0
2733,193,131,106,0
2734,194,132,107,0
2735,191,130,102,0
2736,194,129,97,0
2737,197,131,99,0
2738,200,134,102,0
2739,204,138,106,0
2740,208,139,106,0
2741,209,140,107,0
2742,215,144,112,0
2743,220,150,116,0
2744,228,155,122,0
2745,230,157,124,0
2746,234,160,125,0
2747,236,162,127,0
2748,239,163,127,0
2749,242,166,130,0
2750,247,171,135,0
2751,251,176,137,0
2752,253,178,136,0
2753,255,182,137,0
2754,253,182,136,0
2755,255,184,138,0
2756,240,168,120,0
2757,238,166,118,0
2758,233,159,112,0
2759,223,149,102,0
2760,224,150,105,0
2761,218,144,99,0
2762,208,133,93,0
2763,200,125,86,0
2764,201,127,90,0
2765,201,127,92,0
2766,193,118,86,0
2767,193,120,88,0
2768,191,126,98,0
2769,193,128,100,0
2770,192,128,101,0
2771,193,129,102,0
2772,192,130,105,0
2773,194,132,107,0
2774,191,130,102,0
2775,193,128,96,0
2776,196,130,98,0
2777,199,133,101,0
2778,203,137,105,0
2779,207,138,107,0
2780,209,140,107,0
2781,214,143,111,0
2782,220,149,117,0
2783,226,153,120,0
2784,228,155,122,0
2785,232,158,123,0
2786,234,160,125,0
2787,237,161,127,0
2788,240,164,128,0
2789,244,168,132,0
2790,247,173,134,0
2791,251,178,135,0
2792,254,181,136,0
2793,255,184,139,0
2794,252,181,135,0
2795,252,181,135,0
2796,240,168,120,0
2797,237,165,117,0
2798,232,158,111,0
2799,220,146,99,0
2800,224,150,105,0
2801,218,144,99,0
2802,207,132,92,0
2803,199,124,85,0
2804,200,126,89,0
2805,199,125,90,0
2806,193,118,86,0
2807,192,119,87,0
2808,191,126,98,0
2809,192,127,99,0
2810,192,128,101,0
2811,193,129,102,0
2812,192,130,105,0
2813,193,131,106,0
2814,192,129,98,0
2815,194,129,99,0
2816,198,133,103,0
2817,202,137,105,0
2818,204,138,106,0
2819,206,140,108,0
2820,212,143,110,0
2821,217,148,115,0
2822,222,152,118,0
2823,224,154,120,0
2824,230,157,124,0
2825,231,158,123,0
2826,234,160,125,0
2827,236,162,127,0
2828,240,166,131,0
2829,243,169,132,0
2830,248,177,135,0
2831,252,181,137,0
2832,254,183,139,0
2833,251,180,134,0
2834,248,177,131,0
2835,239,167,119,0
2836,235,163,115,0
2837,230,156,109,0
2838,216,142,95,0
2839,224,150,105,0
2840,219,145,100,0
2841,205,130,90,0
2842,198,123,84,0
2843,199,125,88,0
2844,197,123,88,0
2845,192,119,86,0
2846,191,126,98,0
2847,192,126,100,0
2848,192,128,103,0
2849,193,129,104,0
2850,192,130,105,0
2851,193,131,106,0
2852,191,128,97,0
2853,194,129,99,0
2854,197,132,102,0
2855,200,135,105,0
2856,203,137,105,0
2857,204,138,106,0
2858,210,141,110,0
2859,215,146,113,0
2860,219,148,116,0
2861,222,152,118,0
2862,227,154,121,0
2863,229,156,123,0
2864,231,157,122,0
2865,233,159,124,0
2866,236,162,127,0
2867,238,166,128,0
2868,242,173,131,0
2869,245,177,132,0
2870,249,178,134,0
2871,253,182,138,0
2872,255,182,139,0
2873,248,177,131,0
2874,243,172,126,0
2875,239,167,119,0
2876,234,162,114,0
2877,228,154,107,0
2878,214,140,93,0
2879,224,150,105,0
2880,220,145,103,0
2881,205,130,90,0
2882,198,123,84,0
2883,199,125,88,0
2884,196,122,87,0
2885,192,119,86,0
2886,192,126,100,0
2887,192,128,103,0
2888,192,128,103,0
2889,192,130,105,0
2890,193,131,106,0
2891,191,127,99,0
2892,194,131,100,0
2893,197,134,103,0
2894,199,134,104,0
2895,200,135,103,0
2896,205,139,107,0
2897,209,143,109,0
2898,214,145,112,0
2899,217,148,115,0
2900,222,152,118,0
2901,224,154,120,0
2902,227,154,121,0
2903,228,155,122,0
2904,231,158,125,0
2905,234,161,126,0
2906,234,165,124,0
2907,238,169,127,0
2908,239,170,128,0
2909,244,175,133,0
2910,250,181,139,0
2911,246,177,135,0
2912,245,174,132,0
2913,252,181,137,0
2914,254,183,139,0
2915,245,174,128,0
2916,240,169,123,0
2917,238,166,118,0
2918,234,162,114,0
2919,229,155,108,0
2920,214,140,93,0
2921,225,151,106,0
2922,221,146,104,0
2923,204,129,89,0
2924,198,123,84,0
2925,199,125,88,0
2926,195,121,86,0
2927,193,120,87,0
2928,192,126,100,0
2929,191,127,102,0
2930,192,128,103,0
2931,191,129,104,0
2932,193,131,106,0
2933,193,130,99,0
2934,195,132,101,0
2935,197,132,102,0
2936,197,132,102,0
2937,202,135,106,0
2938,207,141,109,0
2939,212,143,112,0
2940,215,146,113,0
2941,220,149,117,0
2942,221,151,117,0
2943,224,151,118,0
2944,225,152,119,0
2945,228,155,122,0
2946,231,158,123,0
2947,228,159,120,0
2948,232,163,122,0
2949,233,164,123,0
2950,238,169,127,0
2951,244,175,133,0
2952,239,170,128,0
2953,237,166,124,0
2954,244,173,131,0
2955,251,180,138,0
2956,252,181,137,0
2957,255,182,139,0
2958,251,180,136,0
2959,243,172,126,0
2960,237,166,120,0
2961,238,165,120,0
2962,234,162,114,0
2963,229,155,108,0
