RedMean,GreenMean,BlueMean,RedVariance,GreenVariance,BlueVariance,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,Fire
196.684,184.419,112.572,4.32542,9.54313,12.5995,0.601794,0.290333,0.00249952,0.00214405,4.96344e-006,0.00115021,2.62245e-009,0
196.684,184.419,112.572,4.32542,9.54313,12.5995,0.601794,0.290333,0.00249952,0.00214405,4.96344e-006,0.00115021,2.62245e-009,0
193.833,138.333,135.833,1.67498,3.03681,2.73354,0.403292,0.0597639,0.0334489,0.00683694,0.000101967,0.00166272,-1.71004e-005,0
196.611,184.221,112.942,4.2498,9.89031,12.6624,0.183811,0.00313771,0.000462533,1.45565e-005,1.04469e-009,-1.99445e-007,-5.79025e-010,0
196.491,187.057,113.146,4.426,9.47323,12.6585,2.23611,2.2936,2.0581,0.264942,0.156124,0.163794,0.117902,0
195.996,185.728,111.42,4.1231,9.69073,13.051,0.333333,0.0277778,8.54074e-018,7.11688e-018,5.54632e-035,-1.12682e-018,-1.58235e-036,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
211.94,147.026,106.566,14.0229,39.9093,17.377,0.249568,0.0335149,0.000578565,8.12815e-005,9.05225e-010,-3.72639e-006,1.76031e-008,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
199.255,153.065,118.074,6.18197,8.11017,10.6755,0.180556,0.00482253,0,0,0,0,0,0
200.984,152.79,117.643,7.25617,8.65154,10.3538,0.333333,0.0277778,4.39637e-019,4.34343e-019,1.898e-037,-7.21699e-020,-8.96831e-041,0
201.425,152.956,119.389,7.28677,8.26091,9.94544,0,0,0,0,0,0,0,0
202.915,153.232,119.02,8.1212,8.96339,10.2887,0.183811,0.00313771,0.000462533,1.45565e-005,1.04469e-009,-1.99445e-007,5.79024e-010,0
211.471,146.113,107.973,13.7916,38.681,16.6981,0.311461,0.0697872,0.000500009,0.000205273,6.5161e-008,5.00491e-005,-8.88316e-009,0
202.001,152.482,118.528,7.42218,8.35964,10.0224,0.206896,0.00955479,0.00329941,0.00044685,5.40599e-007,4.3352e-005,4.62801e-008,0
202.043,153.175,118.586,7.06443,8.16343,10.0589,0.6067,0.276625,0.00257788,0.00025286,-1.88242e-007,-0.000111831,-7.90105e-008,0
201.924,153.065,118.734,7.34855,8.62929,10.4966,0.203704,0.00548697,4.84702e-021,9.35157e-022,7.90332e-043,3.17105e-024,-1.82729e-042,0
201.811,153.213,119.175,7.38921,8.44234,10.3467,0.26463,0.0405092,1.07566e-007,1.83455e-005,-2.57711e-011,3.69239e-006,-1.63316e-018,0
202.027,154.439,119.723,7.73491,8.57884,10.4805,0.185293,0.000654909,0.000423584,1.30501e-005,-9.70262e-010,-3.33967e-007,1.9119e-016,0
202.646,154.663,119.464,8.12504,9.03425,10.2744,0.231215,0.0234168,1.49825e-006,2.51488e-005,-1.54372e-010,3.8484e-006,6.92781e-018,0
202.094,153.667,118.688,7.93863,9.03052,10.6927,0.22751,0.0244174,4.8224e-005,3.71242e-006,-3.82826e-011,-3.90205e-007,3.16513e-011,0
202.038,154.204,118.212,8.13425,9.23005,10.6454,0.317104,0.0735474,3.97372e-005,1.47207e-005,3.56024e-010,3.99185e-006,-2.39202e-012,0
201.661,153.388,117.893,7.42407,8.77539,10.481,0.194811,0.00789541,0.00180017,0.000227677,1.37455e-007,1.70651e-005,-4.84951e-008,0
200.087,153.774,119.819,7.12198,8.57238,10.1996,4.67743,19.5687,6.88105,6.06755,39.1541,26.5489,-2.00851,0
212.093,145.866,106.718,14.2454,39.8124,17.5793,0.229987,0.025744,0.000290527,5.67055e-005,7.25744e-009,8.67733e-006,5.50886e-010,0
201.437,154.409,119.29,6.97701,8.68828,10.26,0.231215,0.0234168,1.49825e-006,2.51488e-005,-1.54372e-010,3.8484e-006,3.56959e-017,0
202.044,153.9,119.496,7.25988,8.6926,10.6838,0.211154,0.011293,0.00357241,0.000580986,8.34379e-007,5.95648e-005,-6.62847e-008,0
201.379,154.361,119.635,6.93248,9.14594,10.819,0.362067,0.0972448,0.00372641,0.000479458,-2.16754e-007,-7.67492e-005,-6.03104e-007,0
200.964,153.252,118.42,7.14259,8.19469,10.0215,0.183811,0.00313771,0.000462533,1.45565e-005,1.04469e-009,-1.99445e-007,5.79024e-010,0
197.877,151.171,113.586,8.21919,6.97167,9.05295,0.246366,0.0323304,0.000645088,0.000184634,6.05487e-008,2.85831e-005,1.98522e-008,0
200.237,156.32,119.646,6.5962,6.86423,8.61818,0.189142,0.00155582,0.00141603,0.000210391,1.07439e-007,2.66374e-006,4.05492e-008,0
201.052,156.127,119.14,7.69617,9.81831,12.9545,0.212195,0.0172496,0.000820736,6.97783e-005,1.61723e-009,-8.92798e-007,-1.66202e-008,0
200.738,153.322,114.492,6.97867,8.59173,11.5112,0,0,0,0,0,0,0,0
201.206,153.252,113.989,7.46763,9.05025,11.9155,0.179848,0.00612684,0.000175053,1.35986e-005,5.60805e-010,5.41763e-007,3.54538e-010,0
200.802,153.016,114.037,7.22088,8.86775,11.8636,0.172288,0.00247016,9.31557e-005,2.06978e-006,-2.6697e-011,-9.03581e-008,-1.0643e-011,0
212.316,147.406,107.397,13.7406,39.6051,16.4041,0.438085,0.164531,0.000128127,2.23723e-005,3.33754e-010,-1.04761e-006,-1.15036e-009,0
200.452,153.5,114.876,7.19141,8.82968,12.3576,0.527778,0.250772,0,0,0,0,0,0
199.669,153.346,115.897,6.98367,9.2884,12.7755,0.247849,0.0300083,0.00226652,0.000601174,6.04622e-007,5.71088e-005,3.562e-007,0
199.509,154.008,117.097,7.07387,9.53197,12.7942,0.256594,0.0331901,0.00373249,0.00134525,2.81011e-006,0.00017677,1.09091e-006,0
200.539,156.331,120.488,7.42413,9.42241,11.7117,0.183024,0.00705226,0.000229018,1.43787e-005,1.05369e-010,-2.63288e-007,8.18356e-010,0
201.528,157.885,122.44,7.46694,8.42281,10.2838,0.4707,0.188636,0.000331946,0.000247929,7.04628e-008,9.87045e-005,-9.68448e-009,0
200.839,156.878,121.577,6.06269,6.8274,8.14018,0.187403,0.00619346,0.00127851,5.5285e-005,6.76707e-009,1.56589e-006,-1.30477e-008,0
200.08,156.164,120.397,6.45251,7.04986,8.75082,0.183811,0.00313771,0.000462533,1.45565e-005,1.04469e-009,-1.99445e-007,5.79024e-010,0
197.73,153.973,118.097,6.62967,6.8261,8.99404,0.226038,0.0208495,0.00131681,9.31721e-005,6.1413e-009,-9.58126e-007,-3.20525e-008,0
201.252,154.135,119.076,8.99445,9.34635,11.2136,0.174278,0.00315135,7.31336e-005,6.71594e-006,-1.37676e-010,-3.16983e-007,-5.65555e-011,0
198.729,153.85,117.592,7.59745,7.76675,9.73916,7.03272,43.1392,312.775,289.281,87014.9,1899.91,295.273,0
213.824,150.666,109.249,14.5942,39.797,16.3129,0.166667,0.00173611,7.38743e-019,5.51289e-019,3.51454e-037,-1.37791e-020,1.59561e-038,0
199.572,155.213,120.33,8.01231,8.21866,10.501,0.183811,0.00313771,0.000462533,1.45565e-005,1.04469e-009,-1.99445e-007,5.79024e-010,0
201.391,154.584,119.344,7.96376,8.64017,10.6908,0.231215,0.0234168,1.49825e-006,2.51488e-005,-1.54372e-010,3.8484e-006,-2.42875e-017,0
201.072,155.213,120.323,7.83817,8.84816,10.764,0.235597,0.0252822,0.000381606,1.91489e-005,-1.13005e-009,-2.87083e-006,1.18424e-009,0
201.618,155.969,120.804,7.83244,9.33455,11.3055,0.26463,0.0405092,1.07566e-007,1.83455e-005,-2.57711e-011,3.69239e-006,-1.56614e-017,0
201.846,155.069,120.028,8.2403,9.47983,11.7524,0.166667,0,0,0,0,0,0,0
201.143,154.707,118.973,7.88375,8.93783,11.1831,0.223958,0.0169542,1.14376e-019,1.09082e-019,1.21841e-038,1.40311e-020,4.48416e-041,0
202.385,154.352,120.246,7.90555,9.63398,11.4369,0.276575,0.0472938,0.0012096,0.000105039,-2.68129e-008,-1.80448e-005,-2.61322e-008,0
202.467,154.41,119.317,7.87035,9.81401,11.9543,0.19601,0.0105687,7.08952e-005,2.76004e-006,3.23235e-011,-7.90176e-008,-2.1114e-011,0
202.921,154.093,118.674,8.15748,9.35687,11.7082,0.184726,0.0063276,0.000189488,1.03857e-005,-1.3774e-011,-3.70678e-007,4.60523e-010,0
201.769,154.644,119.112,7.89402,9.29462,10.7924,0.257719,0.0365023,0.000246561,4.20728e-005,1.14007e-009,1.52451e-007,-4.13069e-009,0
213.614,149.158,108.172,13.8928,39.32,16.5539,0.166667,0.00173611,6.43316e-019,5.42706e-019,3.2049e-037,-1.27162e-020,1.07633e-038,0
199.866,157.389,123.857,8.08582,8.34858,10.4485,0.333333,0.0277778,7.32006e-018,6.98125e-018,4.99061e-035,-1.14942e-018,1.83671e-037,0
199.319,156.624,122.631,7.72997,7.23714,9.78667,0.244371,0.0322333,0.000686167,0.000211555,7.84983e-008,3.5712e-005,-1.82972e-008,0
197.241,163.581,128.774,7.08589,9.42206,9.36604,0.471834,0.188508,0.00602986,0.00324754,1.41729e-005,0.0012069,2.37734e-006,0
198.474,157.672,124.352,7.19187,8.87333,10.5962,0.231215,0.0234168,1.49825e-006,2.51488e-005,-1.54372e-010,3.8484e-006,8.35022e-017,0
199.162,156.495,123.342,7.25689,8.24395,9.71504,0.285636,0.0479943,0.00197166,0.000295373,5.8067e-008,-7.96253e-006,-2.17802e-007,0
199.372,156.081,122.846,7.09076,7.69249,9.74468,0.388615,0.115359,0.000467682,6.88809e-005,-1.33325e-009,-7.51146e-006,1.22909e-008,0
212.443,173.247,96.299,18.9771,29.4079,31.6387,0.402123,0.109929,0.0418819,0.0381701,0.00152508,0.0122442,-5.73171e-005,0
212.669,174.2,96.122,19.2303,29.7569,31.8183,5.08543,17.17,11.7793,3.68058,24.2248,14.8826,-0.686631,0
211.909,172.625,95.7008,18.2837,28.349,31.4147,0.231215,0.0234168,1.49826e-006,2.51488e-005,-1.54372e-010,3.8484e-006,2.12665e-016,0
212.922,173.711,98.3389,18.4936,28.7705,31.3902,0.310865,0.0638737,0.00105259,0.000121571,-4.34542e-008,-3.04585e-005,1.72593e-009,0
213.356,150.585,108.862,13.8103,38.9829,16.3489,0.162831,0.000487992,0.000121971,2.02106e-006,3.1732e-011,4.46463e-008,-3.07858e-017,0
213.204,174.296,96.5067,18.7338,29.0352,31.5656,0.572397,0.156769,0.780279,0.708819,0.527136,0.280606,0.00264671,0
212.417,172.643,96.0135,18.4471,28.8911,31.9161,0,0,0,0,0,0,0,0
213.957,177.615,92.6733,19.8371,30.4447,30.4958,0.319164,0.065206,0.00482218,0.00145632,3.45067e-006,0.000178577,1.72828e-006,0
211.977,173.674,95.8983,18.8003,29.2281,32.0016,4.70154,10.6012,35.0732,2.37702,-14.1131,-7.28941,-16.4888,0
213.092,175.995,93.3903,19.5393,30.4064,31.2135,0.256296,0.0369406,0.000233422,4.48166e-005,3.13555e-009,1.65503e-006,3.34364e-009,0
212.119,173.672,94.934,19.0709,29.2527,31.411,0.319638,0.0703167,0.00383263,0.00134845,2.85148e-006,0.000244955,1.12526e-006,0
214.656,177.895,96.0366,19.2301,29.618,28.8158,0.374862,0.105292,0.0087854,0.00284011,1.3035e-005,0.0005893,5.59924e-006,0
214.545,177.219,94.6339,20.1784,31.1807,29.2115,2.01017,3.09223,0.00759741,0.350293,0.0143371,0.608584,-0.0110003,0
223.412,192.253,94.6784,22.6776,34.3695,26.581,2.99073,4.68324,9.26306,3.54859,20.0765,2.55689,3.29513,0
225.096,195.413,107.557,20.9592,26.9196,20.3584,1.39095,0.950279,1.2222,0.269716,0.134703,0.161274,-0.0763915,0
214.159,154.441,111.597,14.9734,38.9333,16.5353,0.577221,0.305358,0.00078288,0.000511717,3.22197e-007,0.000253826,3.30312e-008,0
216.709,181.647,81.4072,21.0408,32.5693,23.7345,0.241849,0.030467,0.000512965,0.000151127,4.18366e-008,2.56785e-005,4.50347e-009,0
230.501,214.165,107.701,20.7878,26.7676,22.7833,1.17464,0.45592,0.188248,0.109408,0.0133074,0.0692697,-0.0083334,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
228.481,209.051,107.585,19.7021,24.0279,15.9142,0,0,0,0,0,0,0,0
214.971,181.419,82.4501,19.4275,27.1673,18.2798,0.231215,0.0234168,1.49825e-006,2.51488e-005,-1.54372e-010,3.8484e-006,-2.59161e-017,0
213.917,178.859,78.5698,20.2732,29.3409,19.6978,0,0,0,0,0,0,0,0
218.302,185.468,79.3136,21.6263,33.7694,23.8436,0.277902,0.0406746,0.00391428,0.00246338,7.64794e-006,0.000453372,-1.44961e-007,0
219.04,187.943,80.4865,22.9917,35.4892,26.621,0.554269,0.259846,0.0180297,0.00686013,6.92632e-005,0.00207987,-3.19914e-005,0
225.073,199.191,87.5057,23.9695,35.9054,26.8308,0.22486,0.0236789,3.73311e-005,2.0309e-006,-1.08809e-011,-1.90776e-007,1.39397e-011,0
229.434,207.789,91.2966,22.5352,32.212,25.2097,0.42664,0.146361,0.0066875,0.00100993,1.51899e-007,-0.000135998,-2.62023e-006,0
224.796,155.362,105.038,21.9944,28.4215,23.1327,0,0,0,0,0,0,0,1
224.41,145.675,114.396,22.0976,18.0268,13.9738,0.25,0.0347222,4.6378e-016,5.5848e-016,2.82464e-031,-7.61031e-017,3.16206e-032,1
221.759,141.195,115.426,20.6595,14.4757,12.703,2.00496,3.93869,0.1588,0.0295973,0.000666681,-0.00655694,0.00191645,1
218.083,152.778,127.548,20.8038,13.768,9.15501,0.222222,0.0123457,0.00548697,0.000219479,-2.40854e-007,-2.43865e-005,-1.41759e-013,1
216.976,151.231,124.485,20.1933,13.4593,11.0705,4.1621,8.34601,9.74781,0.849727,-1.22875,-2.43207,2.11442,1
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,1
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,1
194.5,144.5,110.5,1.5,1.5,0.5,0,0,0,0,0,0,0,1
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,1
195,138,108,0,0,0,0,0,0,0,0,0,0,1
199.286,149.143,112.286,7.75913,11.3317,13.7292,0,0,0,0,0,0,0,1
196,162.75,125.75,0.707107,9.782,9.70502,0.179424,0.00240161,0.000867873,1.29501e-005,-3.36525e-010,-4.33584e-007,1.33101e-009,1
197.357,149.714,106.071,5.77689,7.37204,11.2152,0.179424,0.00240161,0.000867873,1.29501e-005,-3.36525e-010,-4.33584e-007,1.33101e-009,1
198.385,138.077,94.0769,7.14184,15.3245,14.5044,0.179424,0.00240161,0.000867873,1.29501e-005,-3.36525e-010,-4.33584e-007,-1.33101e-009,1
192,167.5,135.5,0,0.5,1.5,0,0,0,0,0,0,0,1
198.778,123,88.2222,6.49406,13.4825,9.85199,0.17266,0.00124958,0.000454742,3.69568e-006,7.57633e-011,8.19184e-008,1.312e-010,1
200.714,123.19,70.881,6.17324,10.4522,17.6179,0.569163,0.019786,0.0117889,0.00122391,5.93271e-007,-6.30992e-006,-4.61099e-006,1
196.929,131.357,83.5714,5.11949,5.95947,9.85404,0.166667,0,0,0,0,0,0,1
206.848,122.608,78.0633,11.9515,15.0673,19.8375,0.234421,0.0222742,0.00139996,0.00036358,2.47875e-007,3.67231e-005,-7.64346e-008,1
199.026,128.436,81.3846,5.20595,8.64928,8.60714,0.225036,0.0214787,0.000400455,4.31789e-005,-5.37847e-009,-6.25082e-006,-1.81937e-009,1
218.016,124.774,71.1774,15.0799,13.6339,21.0702,2.59139,0.695047,1.34304,0.243965,0.0975393,-0.202706,0.0999386,1
223.711,125.546,56.8273,20.5496,15.4859,23.0152,0.222222,0.0123457,0.00548697,0.000219479,-2.40855e-007,-2.43865e-005,2.30429e-014,1
218.352,118.475,74.6393,20.6683,11.5505,23.6661,0.179424,0.00240161,0.000867873,1.29501e-005,-3.36525e-010,-4.33584e-007,-1.33101e-009,1
209.068,122.856,64.364,14.3702,10.9349,15.9857,0.341695,0.0305557,0.0374404,0.00743477,0.000123961,0.00124721,-4.49671e-006,1
200.983,130.533,79.9,7.40606,10.1497,19.1169,0.587344,0.282927,0.00920854,0.00193523,6.42763e-006,0.000662806,5.04244e-006,1
193.556,139.778,95.2222,3.65486,5.28683,4.1036,0.179424,0.00240161,0.000867873,1.29501e-005,-3.36525e-010,-4.33584e-007,1.33101e-009,1
205.231,127.148,87.6923,8.9891,14.0863,20.0218,0.168578,0.000619057,0.00016711,7.45725e-006,2.54436e-010,1.17351e-007,-6.7551e-011,1
205.166,130.089,95.2166,10.1522,17.5424,20.1046,0.383536,0.116645,0.00139586,0.000755393,7.66368e-007,0.000229796,1.19812e-007,1
199.847,143.894,112.953,8.17097,12.8558,15.5502,0,0,0,0,0,0,0,1
195,161,133,0,0,0,0,0,0,0,0,0,0,1
208.445,121.902,67.5318,13.3414,15.7082,18.8926,0.343917,0.0793313,0.00661628,0.00191531,6.16604e-006,0.000377703,-2.90973e-006,1
208.965,123.017,73.7396,13.8396,13.3165,19.3322,3.77387,9.2828,35.9762,16.3036,369.95,35.7167,-137.998,1
198.983,130.067,93.1167,7.98017,16.7181,16.6844,1.44444,0.588156,1.14044,0.203498,0.0920932,0.0741436,-0.0336091,1
217.314,120.431,64.7819,17.4686,11.8398,21.292,0.180483,0.00510737,0.000307608,1.21875e-005,1.77357e-011,2.53362e-007,-7.46018e-010,1
200.945,126.009,74.6,8.34139,17.2049,21.2651,0.169722,0.000995262,0.000203174,1.638e-006,2.2866e-011,4.5755e-008,1.92368e-011,1
212.494,123.14,67.7849,16.1233,14.9846,20.8755,0.168578,0.000619057,0.00016711,7.45725e-006,2.54436e-010,1.17351e-007,-6.7551e-011,1
219.341,131.609,72.7324,19.6117,16.7351,21.3602,0.213224,0.0165962,0.00106046,5.80837e-005,-1.2624e-008,-7.17564e-006,6.95998e-009,1
220.592,130.741,72.0165,18.9605,16.9095,25.6307,0.182479,0.00495911,5.91653e-005,3.66399e-006,-1.10461e-011,1.52715e-007,5.28036e-011,1
204.496,127.142,76.2263,12.1566,12.5386,19.4657,0.297875,0.0290005,0.0124157,0.0148062,0.000199814,0.00228831,-1.93562e-005,1
212.586,122.675,71.2808,15.5458,12.7327,19.2291,0.166135,0.000382696,0.000143699,7.30788e-007,7.48884e-012,-1.42961e-008,1.49513e-019,1
208.082,124.575,75.2055,13.1906,12.8425,19.1146,0.179306,0.00395882,0.000615477,2.46527e-005,2.27045e-009,1.11285e-006,2.0166e-009,1
199.689,123.443,78.2377,7.47025,11.462,16.5391,1.34176,0.760955,0.196748,0.0963964,0.00706708,0.033866,0.011238,1
196.862,146.483,114.793,7.45896,16.8515,17.2554,0.180483,0.00510737,0.000307608,1.21875e-005,1.77357e-011,2.53362e-007,7.46018e-010,1
199.125,136.875,107.125,9.71388,11.5048,14.0929,0.184483,0.00407248,0.00149511,1.74e-005,-2.80647e-009,-1.1104e-006,2.60482e-017,1
193,163,137,0,0,0,0,0,0,0,0,0,0,1
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,1
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,1
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,1
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,1
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,1
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,1
198.5,143.5,121,2.5,0.5,6,0,0,0,0,0,0,0,1
213,131.871,95.9032,17.3986,14.1916,14.5189,0.184572,0.00629818,0.00057193,5.56893e-005,9.15004e-009,4.09301e-006,-3.88001e-009,1
198.5,159.75,128.25,11.8638,5.58458,9.782,0,0,0,0,0,0,0,1
220.902,147.379,106.664,21.8063,20.4678,14.8825,0.29132,0.0579012,0.000604658,0.000183656,5.76556e-008,3.1464e-005,2.05289e-008,1
211.25,135.436,102.534,19.6713,18.8469,13.7177,5.4537,29.4991,47.1265,46.1993,2155.69,249.926,-2.15539,1
236.311,138.495,84.9888,15.4438,27.2488,20.8858,0.555556,0.197531,0.00857339,0.00165981,-6.26128e-006,-0.000737693,4.92729e-012,1
236.548,139.19,86.7554,15.5109,28.5225,21.0543,0.22167,0.0211558,0.000374621,4.02165e-005,1.30292e-009,1.46901e-006,-4.76124e-009,1
233.261,145.942,88.7519,16.1395,32.1207,22.8241,0.30528,0.061135,0.000807796,0.000211602,7.4429e-008,3.61515e-005,4.59771e-008,1
235.891,157.684,95.515,15.9628,38.7089,22.8747,4.78044,19.8523,222.182,205.083,43777.3,913.677,14.1377,1
233.616,157.963,93.885,16.5242,37.8903,22.657,0.56043,0.246619,0.022596,0.0170314,0.000332782,0.00788034,-2.97637e-005,1
233.054,163.103,94.6784,16.6605,40.9338,23.7387,0.555556,0.197531,0.00857339,0.00165981,-6.26128e-006,-0.000737693,-7.34263e-013,1
230.471,173.41,101.508,17.7342,40.4787,23.0118,0,0,0,0,0,0,0,1
235.481,158.672,91.1491,15.1925,34.589,21.7169,4.27282,11.7206,3.48446,2.82905,7.38031,9.19706,-4.9424,1
237.355,138.565,83.1414,14.5534,25.4247,19.152,0.370685,0.0842963,0.00979645,0.00117296,-1.8418e-006,-0.000174723,-3.52381e-006,1
217.404,145.088,109.088,19.1807,17.3337,15.247,0.169401,0.00194095,0.000123586,1.26412e-007,-4.99654e-013,5.56926e-009,-3.57625e-019,1
235.965,153.617,88.7503,15.2131,34.766,21.8671,1.47222,1.85262,0.0309499,0.00469479,-5.65918e-005,-0.00639013,-2.1112e-011,1
235.176,154.35,90.1268,16.2333,34.4322,23.0762,0,0,0,0,0,0,0,1
235.592,155.425,90.9499,15.6951,33.0418,23.2177,0.25,0.0347222,1.22641e-016,4.92849e-017,2.77957e-033,8.16235e-018,2.63737e-033,1
221.093,149.471,114.355,21.3929,18.0677,12.0665,1.71296,2.83239,0.215109,0.188284,0.037887,0.305564,-0.000635589,1
220.809,149.122,113.299,20.8269,17.7749,12.9989,1.60172,1.07558,0.219634,0.00135501,2.30828e-005,0.00115479,-3.68941e-006,1
222.325,145.694,109.616,21.6704,20.8085,15.3594,0.25,0.0347222,1.83654e-016,9.10117e-017,1.14081e-032,-1.55808e-017,2.88173e-033,1
230.16,157.436,114.061,21.7523,18.5241,11.3791,0.669965,0.406908,0.0552454,0.0517029,0.00276321,0.0316556,1.48279e-005,1
228.444,154.985,114.699,21.6888,17.3317,11.8004,1.44444,0.588156,1.14044,0.203498,0.0920932,0.0741436,-0.0336091,1
228.155,154.25,113.262,20.9541,17.3613,11.6958,0.369855,0.0992314,0.0034902,0.000674909,7.15821e-007,8.89252e-005,7.4871e-007,1
223.379,154.963,114.928,20.0318,17.0359,11.4001,0.471111,0.116642,0.00951526,0.00199919,9.22275e-007,-0.000214334,8.67057e-006,1
230.88,150.199,110.569,21.5016,20.5985,16.8668,0.185293,0.00603094,0.000874709,8.17767e-005,2.173e-008,6.3196e-006,-2.48273e-009,1
223.155,153.896,115.802,20.6618,17.881,11.9804,0.215965,0.0177129,0.000475189,0.000154451,3.7936e-008,1.88648e-005,-1.76543e-008,1
223.599,156.614,119.111,19.9059,17.0124,13.384,0.25,0.0347222,2.67062e-016,1.53586e-016,2.59979e-032,-2.75152e-017,1.70776e-032,1
223.599,156.614,119.111,19.9059,17.0124,13.384,0.25,0.0347222,2.67062e-016,1.53586e-016,2.59979e-032,-2.75152e-017,1.70776e-032,1
221.983,153.596,117.044,19.9575,18.148,14.293,0.186424,0.0063909,0.000658107,2.44067e-005,1.45236e-009,7.01355e-007,2.73106e-009,1
233.099,158.345,82.6217,21.0728,39.7207,22.0942,0.25121,0.033318,0.000484577,2.80386e-005,3.17635e-009,4.49308e-006,7.69642e-010,1
220.392,153.754,117.576,19.2192,17.8047,14.4216,0.17266,0.00124958,0.000454742,3.69568e-006,7.57634e-011,8.19185e-008,-1.312e-010,1
218.961,154.476,119.136,17.7802,14.9045,12.6988,0.222222,0.0123457,0.00548697,0.000219479,-2.40854e-007,-2.43865e-005,2.62888e-013,1
217.034,153.472,118.502,17.6689,14.7827,11.2232,1.48444,0.0549175,2.94275,0.400183,0.426835,0.0601315,0.0800378,1
215.972,153.18,117.066,18.0618,14.9689,11.3241,1.14525,0.161466,0.690639,0.209029,0.078617,0.0611392,0.0112728,1
217.206,153.433,116.539,18.522,15.3668,11.7906,0.894824,0.74254,0.00176833,0.00145645,2.33719e-006,0.00123339,-2.82201e-008,1
236.592,152.828,90.0495,15.3704,33.1591,23.3187,4.27911,17.0468,103.062,97.7555,9812.07,399.446,-25.9222,1
218.312,153.207,116.831,19.0399,15.4603,10.8224,0.787765,0.568792,0.00638428,0.00259742,1.04121e-005,0.0019076,1.8616e-006,1
218.312,153.207,116.831,19.0399,15.4603,10.8224,0.787765,0.568792,0.00638428,0.00259742,1.04121e-005,0.0019076,1.8616e-006,1
218.446,153.234,116.861,19.0688,16.0405,10.6977,0.443958,0.163797,0.000285759,7.77796e-005,8.85053e-009,1.51593e-005,-7.49196e-009,1
219.303,153.586,116.29,19.4734,16.6817,10.7111,0.302429,0.0633777,0.000207869,5.9225e-005,6.56933e-009,1.49025e-005,1.61806e-010,1
217.997,151.873,114.816,19.2558,16.892,10.7125,0.284538,0.0478902,0.000330641,6.28789e-005,-3.02999e-010,-3.99312e-006,-9.06135e-009,1
219.156,152.864,115.507,19.5632,16.9775,10.9523,0.375,0.112847,5.19509e-019,2.91354e-018,3.44023e-036,-7.42559e-019,1.00671e-036,1
219.266,152.502,115.572,19.5047,17.0223,10.8016,0.175905,0.000735292,0.0006475,1.84223e-005,-2.01203e-009,4.99543e-007,-3.36705e-016,1
219.708,153.536,116.839,19.5605,16.0216,10.6744,0,0,0,0,0,0,0,1
217.88,154.048,118.196,18.6061,15.0447,11.4283,0.297564,0.0616175,0.000210372,0.000100248,1.45501e-008,2.45848e-005,-4.85636e-010,1
215.437,154.196,119.414,18.1514,14.2464,10.8514,0.16804,0.00220197,8.32806e-005,2.63831e-006,-3.86304e-012,-7.2994e-008,-3.89163e-011,1
236.743,149.932,89.4192,14.9796,32.2751,21.7634,0,0,0,0,0,0,0,1
215.437,154.196,119.414,18.1514,14.2464,10.8514,0.16804,0.00220197,8.32806e-005,2.63831e-006,-3.86304e-012,-7.2994e-008,-3.89163e-011,1
236.608,148.561,89.3296,15.1488,30.6575,20.173,0.222222,0.0123457,0.00548696,0.00021948,-2.40856e-007,-2.43866e-005,2.75948e-013,1
