RedMean,GreenMean,BlueMean,RedVariance,GreenVariance,BlueVariance,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,Fire
200.403,184.717,106.052,5.96888,16.5827,13.2509,0.180483,0.00510737,0.000307608,1.21875e-005,1.77362e-011,2.53362e-007,-7.46016e-010,0
202.158,184.641,107.86,6.96216,18.9012,12.8273,0.575331,0.20009,0.0460299,0.00413304,-3.47424e-005,-0.0015844,-4.51963e-005,0
202.73,184.947,107.617,7.1583,19.2976,13.1387,5.58044,30.6203,254.803,255.128,65049,1411.76,-6.20591,0
202.493,185.12,107.522,7.26762,19.5344,12.9479,0.182436,0.00563475,0.000404164,1.44157e-005,-3.5261e-010,-3.89924e-008,-1.04233e-009,0
203.275,184.207,107.648,7.75058,21.7869,13.8424,0.894033,0.288931,0.069291,0.00252094,1.93525e-005,-0.000881379,2.71218e-005,0
203.972,145.677,109.283,11.9733,11.6965,12.4984,0.294431,0.0601027,0.000246104,2.75349e-005,-6.3088e-010,-3.64873e-006,-2.17709e-009,0
202.158,184.641,107.86,6.96216,18.9012,12.8273,0.575331,0.20009,0.0460299,0.00413304,-3.47424e-005,-0.0015844,-4.51963e-005,0
196.287,184.74,107.22,3.77009,10.396,11.1219,0.164008,7.0672e-006,0.000265647,2.84224e-006,-7.80985e-011,-7.55586e-009,8.02779e-017,0
204.003,181.901,107.08,8.56262,24.4512,13.0443,0.209639,0.0146335,0.000536924,2.07818e-005,1.33136e-009,6.26006e-007,1.74543e-009,0
204.597,179.656,107.728,9.3744,27.3783,14.3613,0.168181,0.000773052,0.000361496,5.14419e-006,2.06189e-011,-5.38932e-008,-2.20873e-010,0
211.262,155.133,109.716,15.0891,37.3511,17.1414,5.95005,34.1924,24.6967,23.7339,574.596,138.462,-3.98882,0
204.597,179.656,107.728,9.3744,27.3783,14.3613,0.168181,0.000773052,0.000361496,5.14419e-006,2.06189e-011,-5.38932e-008,-2.20873e-010,0
206.143,175.439,110.056,11.1919,31.4856,14.5253,0,0,0,0,0,0,0,0
207.672,174.823,112.46,12.3078,32.9374,14.2615,0,0,0,0,0,0,0,0
207.959,177.125,112.148,12.1097,30.4772,14.541,1.44444,0.588156,1.14044,0.203498,0.0920932,0.0741436,-0.0336091,0
205.157,178.087,111.648,9.9692,27.7227,13.3577,0.202786,0.0101496,8.56639e-006,3.82234e-005,-6.91661e-010,3.85082e-006,-1.20064e-016,0
211.567,155.521,120.598,13.6434,21.5074,11.9849,0.180556,0.00482253,0,0,0,0,0,0
202.717,180.876,109.326,8.1125,23.9207,12.8572,0.164008,7.0672e-006,0.000265647,2.84224e-006,-7.80985e-011,-7.55586e-009,3.84626e-017,0
202.717,180.876,109.326,8.1125,23.9207,12.8572,0.164008,7.0672e-006,0.000265647,2.84224e-006,-7.80985e-011,-7.55586e-009,3.84626e-017,0
199.538,186.265,106.692,5.72112,14.0516,12.5491,0.18716,0.00875723,0.000231646,9.26582e-006,-4.29277e-010,-8.67096e-007,-2.80617e-017,0
197.056,187.294,107.832,4.55974,8.87095,11.3385,0,0,0,0,0,0,0,0
195.264,184.582,108.582,4.22262,8.08183,12.4567,0.340105,0.0826737,0.00256484,0.000646389,6.2208e-007,5.65413e-005,5.52913e-007,0
206.277,153.181,114.803,11.2774,28.6601,14.8109,0.166135,0.000382696,0.000143699,7.30788e-007,7.48884e-012,-1.42961e-008,-8.27541e-019,0
193.3,181.42,107.52,2.37697,7.94252,13.9918,0.166135,0.000382696,0.000143699,7.30788e-007,7.48883e-012,-1.42961e-008,2.12573e-017,0
193.3,181.42,107.52,2.37697,7.94252,13.9918,0.166135,0.000382696,0.000143699,7.30788e-007,7.48883e-012,-1.42961e-008,2.12573e-017,0
193.323,184.806,109.548,2.48073,5.76653,11.0886,0.183811,0.00313771,0.000462533,1.45565e-005,1.04469e-009,-1.99445e-007,-5.79025e-010,0
193.478,181.261,115.043,2.1032,6.87919,12.135,0.283204,0.0537313,0.000314459,0.000128158,2.55052e-008,2.79435e-005,3.37712e-009,0
232.028,152.429,98.2962,24.5897,14.2399,22.9834,1.47222,1.85262,0.0309499,0.00469478,-5.65917e-005,-0.00639012,-9.913e-011,0
194.1,180.925,113.825,2.93939,7.24703,11.9329,0.428476,0.11749,0.0262431,0.0111815,0.000188786,0.0023695,-3.23657e-005,0
194.413,181.175,111.048,3.44865,8.04854,12.4345,0.194359,0.00923831,0.000159277,2.04352e-005,-1.58278e-010,-5.64295e-008,-1.15506e-009,0
194.604,183.229,109.479,3.81466,7.94706,10.924,0.214307,0.0148681,0.00197864,0.000324376,2.28305e-007,3.23314e-005,1.24135e-007,0
194.604,183.229,109.479,3.81466,7.94706,10.924,0.214307,0.0148681,0.00197864,0.000324376,2.28305e-007,3.23314e-005,1.24135e-007,0
196.239,183.254,106,4.20043,9.93157,11.9415,0.346313,0.0923407,0.00110077,0.000188181,3.65264e-008,1.94848e-006,-7.74677e-008,0
226.727,154.248,18.6587,17.5785,22.3596,20.7639,0.351527,0.070514,0.0153547,0.00469763,3.19769e-005,0.000522979,2.38589e-005,0
208.701,154.417,109.575,14.7324,40.4202,17.8554,0.25,0.0347222,1.85499e-016,9.15058e-017,1.15713e-032,-1.56716e-017,2.86997e-033,0
197.086,183.967,105.704,4.65394,9.9583,12.2139,0.317057,0.0726263,0.000776591,0.000252641,1.04047e-007,5.35538e-005,-4.11963e-008,0
197.01,184.612,106.042,4.83394,10.5081,12.7232,0.395057,0.127544,0.00310037,0.00181145,4.27821e-006,0.000615173,-3.54438e-007,0
196.715,183.094,102.812,4.45595,10.587,13.0016,0.491609,0.211202,0.00175811,0.000332006,1.04405e-007,-3.5349e-006,2.31171e-007,0
220.194,122.901,85.9529,19.3635,16.9087,31.343,10.7986,90.8438,1575.57,1267.69,1.79021e+006,12081.8,70269.7,0
196.715,183.094,102.812,4.45595,10.587,13.0016,0.491609,0.211202,0.00175811,0.000332006,1.04405e-007,-3.5349e-006,2.31171e-007,0
196.696,182.196,103.403,4.70137,11.247,14.0717,0.177548,0.00291199,0.000138542,5.81214e-006,-1.31544e-011,-2.86692e-007,1.64403e-010,0
196.527,183.006,102.192,4.56001,10.5933,13.1379,0.550329,0.271746,0.000249492,0.000116495,1.97693e-008,5.54081e-005,1.90185e-009,0
196.962,183.997,104.078,4.73069,9.9392,13.2591,0.180556,0.00482253,0,0,0,0,0,0
197.45,185.338,104.543,4.66591,10.6129,12.312,0.202786,0.0101496,8.56638e-006,3.82234e-005,-6.9166e-010,3.85082e-006,-5.3466e-016,0
197.45,185.338,104.543,4.66591,10.6129,12.312,0.202786,0.0101496,8.56638e-006,3.82234e-005,-6.9166e-010,3.85082e-006,-5.3466e-016,0
196.806,184.821,103.057,4.63355,10.9726,12.8813,0.569194,0.290317,0.00608429,0.00379498,1.81747e-005,0.00192172,1.48898e-006,0
206.461,150.696,115.936,12.1839,11.8392,13.2764,0.169767,0.00235151,6.66254e-005,3.33673e-006,4.21552e-011,1.61671e-007,2.64215e-011,0
197.68,185.929,104.991,4.61459,10.2863,12.7188,0.531071,0.251126,0.00615036,0.00468962,2.51814e-005,0.00231891,4.71296e-007,0
197.974,185.725,107.22,4.7981,11.1688,12.7276,0.259809,0.0379549,0.00145975,0.000528197,4.59334e-007,9.62069e-005,-6.4219e-008,0
200.205,123.78,112.49,6.72424,17.8108,14.5585,2.11806,2.33002,14.9346,12.937,179.746,19.1068,5.31922,0
197.639,185.207,106.97,4.74681,11.3871,13.3587,0.25,0.0347222,1.05122e-015,1.23965e-015,1.28572e-030,1.64216e-016,5.9118e-031,0
197.607,184.442,109.442,4.80863,11.6806,11.5937,0.555556,0.197531,0.00857339,0.00165981,-6.26128e-006,-0.000737693,-1.62311e-012,0
197.607,184.442,109.442,4.80863,11.6806,11.5937,0.555556,0.197531,0.00857339,0.00165981,-6.26128e-006,-0.000737693,-1.62311e-012,0
197.944,184.981,112.877,5.03872,11.9759,12.1023,3.82407,12.8262,27.8891,22.984,581.906,82.2875,-2.25416,0
197.564,184.363,111.939,4.84606,11.0158,12.7407,1.80208,2.03917,6.09436,4.32071,22.1662,6.12735,0.487465,0
196.993,184.959,112.99,4.41587,10.5693,11.7309,0.200518,0.00519768,0.000687306,2.3948e-005,-2.9464e-009,-1.50065e-006,8.70876e-010,0
196.86,183.114,111.923,4.69716,11.5506,13.4193,0.180556,0.00482253,0,0,0,0,0,0
197.22,184.069,112.983,5.27717,11.9257,13.0659,0.21806,0.0184056,0.000830466,0.00015376,5.09399e-008,1.58163e-005,-2.0593e-008,0
205.501,169.392,128.221,10.915,15.1115,14.273,0.302778,0.0638966,0,0,0,0,0,0
197.22,184.069,112.983,5.27717,11.9257,13.0659,0.21806,0.0184056,0.000830466,0.00015376,5.09399e-008,1.58163e-005,-2.0593e-008,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
196.818,184.318,113.574,4.43752,11.4109,11.9934,0.272575,0.0465506,0.000297062,7.93636e-005,1.17569e-008,1.53204e-005,-3.20453e-009,0
197.037,184.404,114.167,4.77634,11.4194,11.9026,3.62551,9.16203,10.607,1.26057,-2.0281,-2.2432,4.13927,0
196.941,184.932,115,4.65293,12.4528,12.2555,0.25,0.0347222,4.34813e-016,9.26564e-016,4.7292e-031,1.01143e-016,3.49614e-031,0
197.026,184.679,114.528,4.74274,10.4924,12.2259,0.204729,0.0117239,0.000830299,0.000124384,3.96128e-008,1.21884e-005,-5.35302e-009,0
197.026,184.679,114.528,4.74274,10.4924,12.2259,0.204729,0.0117239,0.000830299,0.000124384,3.96128e-008,1.21884e-005,-5.35302e-009,0
197.351,185.158,114.741,4.60641,10.7696,12.0248,1.44444,0.588156,1.14044,0.203498,0.0920932,0.0741436,0.0336091,0
196.924,183.911,112.905,4.82702,11.2095,11.6289,2.30208,4.22754,8.64868,6.69013,50.8134,13.2876,2.77958,0
196.614,182.852,111.786,4.50545,11.3424,11.6594,0.269112,0.0423569,0.000349787,5.71085e-005,6.55767e-009,3.38245e-006,-4.70591e-009,0
196.907,184.18,111.875,4.85374,11.1005,11.9378,4.66255,19.0671,23.8773,14.1491,256.776,55.6503,41.2502,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
196.986,183.778,112.567,4.77078,10.6452,12.3111,2.52675,2.00418,10.5547,1.30853,3.71097,1.06535,-3.14278,0
196.986,183.778,112.567,4.77078,10.6452,12.3111,2.52675,2.00418,10.5547,1.30853,3.71097,1.06535,-3.14278,0
196,143,139,0,0,0,0,0,0,0,0,0,0,0
197.066,184.235,112.563,4.82137,10.6965,11.3327,0.172288,0.00247016,9.31557e-005,2.06978e-006,-2.66971e-011,-9.03581e-008,1.0643e-011,0
196.594,184.663,112.996,4.62216,10.7961,12.2028,1.68724,0.630815,3.05974,0.148473,-0.100073,-0.117923,-1.26569e-009,0
196.658,184.605,112.036,4.21558,10.696,12.375,0.215899,0.0200755,7.80293e-005,1.06379e-005,2.73663e-010,1.34465e-006,-1.38001e-010,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
211.157,146.969,107.298,14.0068,39.0632,17.4682,0.166667,0.00173611,8.71731e-019,5.5456e-019,3.82831e-037,-1.51425e-020,4.59521e-038,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
193.645,155.852,132.077,3.09584,16.9958,7.92828,0,0,0,0,0,0,0,0
196.667,133.667,129,4.6428,5.90668,5.71548,0,0,0,0,0,0,0,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
199.258,153.023,118.101,6.22942,8.14067,10.5269,0.180556,0.00482253,0,0,0,0,0,0
201.083,152.697,117.451,7.25003,8.64096,10.2231,0.192219,0.00772138,0.00151228,0.000131085,5.07234e-008,8.51301e-006,-2.88703e-008,0
201.386,153.278,119.698,7.33234,8.43442,10.0898,0.490857,0.194159,0.0292264,0.0241155,0.000640107,0.00994085,-1.21906e-005,0
202.931,153.285,118.941,8.06418,9.0901,10.3519,0.183811,0.00313771,0.000462533,1.45565e-005,1.04469e-009,-1.99445e-007,5.79024e-010,0
211.135,147.062,108.937,13.8099,38.5008,16.9443,0.792318,0.140368,0.0238217,0.00609283,-6.76023e-005,-0.00209387,-2.86001e-005,0
199.338,157.074,123.144,5.25479,24.1993,12.2147,0.35172,0.0320301,0.0389743,0.0289916,0.000973617,0.00445336,-4.23333e-005,0
202.052,152.462,118.461,7.41403,8.36522,10.0291,0.183811,0.00313771,0.000462533,1.45565e-005,1.04469e-009,-1.99445e-007,5.79024e-010,0
202.041,153.164,118.561,7.04005,8.11172,10.0051,0.183811,0.00313771,0.000462533,1.45565e-005,1.04469e-009,-1.99445e-007,5.79024e-010,0
201.928,153.242,118.704,7.28755,8.94044,10.4723,0.179424,0.00240161,0.000867873,1.29501e-005,-3.36525e-010,-4.33584e-007,-1.33101e-009,0
201.715,153.191,119.104,7.44462,8.68677,10.4369,0.231215,0.0234168,1.49825e-006,2.51488e-005,-1.54372e-010,3.8484e-006,6.92781e-018,0
201.995,154.556,119.9,7.78017,8.63246,10.4874,0.231215,0.0234168,1.49825e-006,2.51488e-005,-1.54372e-010,3.8484e-006,1.40478e-017,0
202.549,154.712,119.557,8.16438,9.03222,10.3761,0.231215,0.0234168,1.49825e-006,2.51488e-005,-1.54372e-010,3.8484e-006,6.92781e-018,0
202.105,153.523,118.513,7.91155,8.969,10.5933,3.23486,7.90638,29.1846,21.6696,544.803,60.8069,-12.4065,0
202.28,153.837,117.763,8.08293,9.0164,10.3126,0.185778,0.00152968,4.54902e-005,6.99103e-005,-3.94249e-009,2.73427e-006,-1.36519e-016,0
201.479,153.866,118.503,7.50598,9.06361,10.7197,0.194662,0.00781382,0.00179541,0.000228075,1.37819e-007,1.7227e-005,-4.80279e-008,0
200.138,153.425,119.414,7.13444,8.52451,10.1427,0.168779,0.00222614,4.25287e-005,8.12064e-007,-4.54222e-012,-2.45419e-008,1.46387e-012,0
194.257,165.542,129.889,3.0027,16.7021,9.03096,0.465774,0.164431,0.035134,0.03298,0.00112264,0.012907,-1.31808e-006,0
211.314,147.144,107.288,14.1069,39.6145,17.548,0.185308,0.00778111,0.000137139,6.07902e-006,1.68531e-010,5.20415e-007,-4.90449e-011,0
201.513,154.075,118.897,6.93541,8.5697,9.96936,0.186862,0.00650087,0.000402199,9.43503e-006,-5.81213e-010,-7.60727e-007,1.38559e-016,0
202.31,153.589,119.139,7.15408,8.48677,10.3673,0.186022,0.00111892,0.00270928,3.19609e-005,-9.84756e-010,-9.30665e-007,9.35322e-009,0
201.516,154.094,119.369,6.91735,9.11794,10.5143,0.393338,0.124442,0.00173675,0.000183895,-1.0385e-007,-6.4861e-005,3.96892e-009,0
201.106,153.289,118.531,7.17792,8.11121,9.98305,0.301366,0.00748413,0.00113247,0.00775315,-1.51985e-005,0.000667275,1.72278e-005,0
197.842,151.245,113.642,8.12164,6.99591,9.02582,0.402512,0.120344,0.0330121,0.0325688,0.00106792,0.0112614,3.02296e-006,0
200.194,156.312,119.624,6.59093,6.86025,8.64538,0.220811,0.0192096,0.00025413,2.30675e-005,-1.60879e-009,-2.87129e-006,7.28774e-010,0
201.09,156.142,119.122,7.68687,9.82884,12.9477,0.211094,0.0169106,0.000802125,7.02787e-005,3.76525e-009,1.00524e-007,-1.62558e-008,0
200.741,153.32,114.502,6.98108,8.63583,11.5546,0.403292,0.0597639,0.033449,0.00683694,0.000101967,0.00166272,1.71004e-005,0
201.173,153.229,113.994,7.43154,9.07658,11.9217,0.196757,0.00679851,0.000689528,7.62301e-005,1.46213e-008,6.18704e-006,9.57404e-009,0
243.011,134.806,76.607,16.2832,12.1887,22.2919,0.17385,0.000460574,0.000466062,2.09327e-005,1.24861e-009,-3.8505e-007,1.64798e-009,0
200.81,153.05,114.071,7.19236,8.87769,11.8868,1.19342,1.21772,0.474745,0.418058,0.18619,0.445375,-0.00454366,0
211.511,148.156,108.248,13.7722,39.1104,16.7333,1.07958,1.06346,0.818099,0.814099,0.664382,0.83582,-0.00133672,0
200.461,153.52,114.913,7.20382,8.84892,12.4042,0.6875,0.444878,1.19128e-017,6.06628e-018,5.11553e-035,-3.94008e-018,6.5214e-036,0
199.589,153.212,115.813,6.96174,9.21504,12.7621,0.249625,0.0312098,0.00219535,0.000562379,5.22567e-007,5.1058e-005,3.42633e-007,0
199.522,154.017,117.166,7.02022,9.57755,12.8805,0.253062,0.0322609,0.00310657,0.00119414,2.1762e-006,0.000166561,7.44307e-007,0
200.557,156.379,120.551,7.41705,9.44699,11.7245,0.189092,0.00892658,0.000397403,2.77491e-005,-2.3106e-010,-8.42048e-007,2.90481e-009,0
201.48,157.802,122.36,7.473,8.44594,10.3121,0.196733,0.00903565,0.000456829,7.55309e-005,1.21052e-008,3.84159e-006,-7.09298e-009,0
200.811,156.897,121.586,6.05673,6.8606,8.16089,0.187141,0.00615649,0.00126119,5.38758e-005,5.10205e-009,1.11986e-006,-1.30842e-008,0
200.065,156.136,120.364,6.44403,7.03983,8.78301,0.183811,0.00313771,0.000462533,1.45565e-005,1.04469e-009,-1.99445e-007,5.79024e-010,0
197.749,154.012,118.144,6.65791,6.84513,9.04843,0.333333,0.0277778,8.61983e-018,7.12566e-018,5.58195e-035,-1.12535e-018,1.70098e-036,0
196.629,135.235,106.474,5.80604,12.3501,15.1473,0.182779,0.00432301,0.000838901,4.74868e-005,5.63665e-009,1.0245e-006,7.61968e-009,0
201.375,154.088,118.903,9.06792,9.34929,11.185,0.164008,7.0672e-006,0.000265647,2.84224e-006,-7.80986e-011,-7.55586e-009,-1.2149e-017,0
198.742,153.894,117.641,7.59219,7.72915,9.72944,0.183811,0.00313771,0.000462533,1.45565e-005,1.04469e-009,-1.99445e-007,5.79024e-010,0
213.028,150.733,109.818,14.737,39.1474,16.6005,0.382187,0.115384,0.0024375,0.000424747,1.76513e-007,2.37376e-006,-3.94494e-007,0
199.579,155.103,120.192,8.01632,8.19796,10.5388,0.26463,0.0405092,1.07566e-007,1.83455e-005,-2.57711e-011,3.69239e-006,5.98255e-018,0
201.404,154.441,119.217,7.98868,8.61185,10.6698,0.183811,0.00313771,0.000462533,1.45565e-005,1.04469e-009,-1.99445e-007,5.79024e-010,0
201.288,154.969,119.942,7.87227,8.78527,10.6142,0.223958,0.0169542,1.65654e-019,1.1478e-019,1.57705e-038,1.32892e-020,1.33587e-039,0
201.782,155.826,120.657,7.75303,9.25569,11.2079,0.246132,0.0302527,0.00084865,5.04779e-005,-9.81256e-009,-8.0649e-006,-3.58689e-009,0
202.222,154.681,119.569,8.19531,9.39411,11.476,0.180556,0.00482253,0,0,0,0,0,0
201.317,154.322,118.497,7.92198,8.71811,10.9058,1.48264,0.769977,1.23947,0.218608,0.104476,0.0999236,0.0450959,0
202.604,154.036,119.793,7.81192,9.59551,11.244,0.555556,0.197531,0.00857339,0.00165981,-6.26128e-006,-0.000737693,-1.15936e-013,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
202.815,154.043,118.891,7.79648,9.61776,11.6462,0.166135,0.000382696,0.000143699,7.30788e-007,7.48884e-012,-1.42961e-008,5.12991e-018,0
202.686,154.097,118.631,8.21503,9.40167,11.755,0.183811,0.00313771,0.000462533,1.45565e-005,1.04469e-009,-1.99445e-007,5.79024e-010,0
201.955,154.321,118.664,7.85979,9.09902,10.6595,0.200903,0.0105259,0.000660195,2.82784e-005,-1.86367e-009,-2.4502e-006,3.38467e-009,0
213.03,150.479,109.263,14.0584,39.3731,16.8686,0.780115,0.549871,0.101855,0.0948403,0.00932133,0.0701234,3.05764e-005,0
199.963,157.188,123.732,8.07898,8.20862,10.3203,0.231215,0.0234168,1.49825e-006,2.51488e-005,-1.54372e-010,3.8484e-006,5.8246e-017,0
199.414,156.573,122.56,7.70585,7.14275,9.72963,0.183811,0.00313771,0.000462533,1.45565e-005,1.04469e-009,-1.99445e-007,5.79024e-010,0
197.237,163.643,128.918,7.06405,9.3226,9.2417,6.12905,28.9308,183.554,144.183,23430.2,742.928,1099.94,0
198.247,157.272,123.863,7.10493,8.86805,10.5093,0.968889,0.186615,0.834651,0.453138,0.267747,0.191248,0.0772751,0
199.181,156.658,123.519,7.21185,8.24571,9.57498,0.323276,0.0672169,0.00664912,0.00214226,7.45019e-006,0.000408184,-3.1409e-006,0
199.274,156.068,122.798,6.96967,7.62277,9.71835,0.223958,0.0169542,1.42725e-019,1.12232e-019,1.41909e-038,1.36209e-020,6.1989e-040,0
192.113,129.861,109.682,1.24774,2.3671,2.91007,0.202786,0.0101496,8.5664e-006,3.82234e-005,-6.91661e-010,3.85082e-006,-2.10112e-016,0
212.215,174.087,96.8767,19.0085,30.1993,31.677,0.209296,0.014975,1.75682e-005,9.59289e-006,-2.57348e-011,9.93007e-007,-1.21846e-010,0
212.599,175.202,96.9,19.1658,30.1993,31.745,0.429889,0.144101,0.0161921,0.00716985,7.40542e-005,0.00209143,2.20006e-005,0
212.048,174.046,96.4419,18.7292,29.8498,31.434,0,0,0,0,0,0,0,0
212.663,174.39,98.85,18.6604,29.8588,31.4093,0.346235,0.0866616,0.00514116,0.00157189,3.99538e-006,0.00029349,2.00117e-006,0
212.826,150.807,109.643,14.0609,38.1685,16.6242,0.175905,0.000735292,0.0006475,1.84223e-005,-2.01203e-009,4.99544e-007,-7.63942e-016,0
212.921,175.191,97.3969,18.8144,29.8917,31.7095,0.162831,0.000487992,0.000121971,2.02106e-006,3.1732e-011,4.46463e-008,3.66643e-017,0
212.164,173.339,96.7937,18.4358,29.6825,32.123,0.297488,0.0553502,0.00572345,0.00247101,9.14873e-006,0.000480991,1.62925e-006,0
214.507,179.71,94.0752,20.2362,32.0725,31.0086,0.28217,0.0461865,0.00149727,0.000179319,2.11482e-009,-1.86922e-005,9.28917e-008,0
211.808,174.748,97.0125,18.9441,30.2451,32.1485,0.347907,0.0860969,0.00690807,0.00186071,5.54374e-006,0.000303051,3.71086e-006,0
214.033,178.947,95.0906,20.2261,32.6144,31.5047,0.195279,0.00888117,0.000188035,4.04807e-005,3.08628e-009,3.50025e-006,1.71704e-009,0
-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,0,0,0,0,0,0,0,0
212.196,174.636,96.1063,18.9027,29.7959,31.5888,4.27206,7.87255,17.3173,17.2308,287.018,44.0667,-78.8277,0
214.954,179.029,96.8534,19.2889,30.3298,28.9364,0.346138,0.0828036,0.0106493,0.00336504,1.84123e-005,0.000578246,8.1712e-006,0
214.699,178.339,95.3669,20.3887,32.6151,29.6066,0.465518,0.175636,0.0130161,0.0101034,0.00011561,0.00409046,-7.63142e-006,0
