RedMean,GreenMean,BlueMean,RedVariance,GreenVariance,BlueVariance,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,Fire
195.082,184.274,110.425,4.12063,6.94846,10.8108,0.224667,0.0224427,0.000700392,0.000175682,6.05E-08,2.51E-05,1.17E-08,0
196.042,184.679,105.848,4.05919,9.50151,12.7211,2.125,4.1684,0.125,0.0138889,-0.000578704,-0.0283565,5.83E-11,0
228.261,156.197,19.8613,17.1801,22.0716,21.4406,1.91319,2.60418,0.277706,0.0116266,0.000366787,-0.0134616,0.000549482,0
208.312,152.763,108.001,14.2057,40.3272,18.1134,0.189675,0.00796339,0.000655188,4.97E-05,6.83E-09,3.53E-06,-5.80E-09,0
196.622,184.806,105.801,4.16409,9.2256,12.0013,2.23611,2.2936,2.0581,0.264942,0.156124,0.163794,-0.117902,0
196.339,185.736,105.099,4.5401,8.8591,12.8519,2.23611,2.2936,2.0581,0.264942,0.156124,0.163794,-0.117902,0
195.975,183.58,102.489,4.18039,9.71993,13.5266,0.166135,0.000382696,0.000143699,7.31E-07,7.49E-12,-1.43E-08,-2.16E-18,0
195.975,183.58,102.489,4.18039,9.71993,13.5266,0.166135,0.000382696,0.000143699,7.31E-07,7.49E-12,-1.43E-08,-2.16E-18,0
196.205,183.208,103.377,4.21279,10.0537,14.5845,0.195855,0.0111861,4.59E-05,5.08E-07,-1.42E-12,-2.68E-08,2.00E-12,0
196.092,184.007,101.98,4.40799,9.83814,13.0308,1.91319,2.60418,0.277706,0.0116266,0.000366787,-0.0134616,-0.000549482,0
196.357,185.01,104.203,4.17903,9.72235,13.9037,0.205498,0.0109109,0.000909062,9.02E-05,8.12E-09,-6.67E-07,-2.45E-08,0
196.532,185.022,104.208,4.35206,10.13,12.454,0.231215,0.0234168,1.50E-06,2.51E-05,-1.54E-10,3.85E-06,3.15E-17,0
196.532,185.022,104.208,4.35206,10.13,12.454,0.231215,0.0234168,1.50E-06,2.51E-05,-1.54E-10,3.85E-06,3.15E-17,0
196.669,185.853,103.191,4.43967,10.115,13.0958,0.222222,0.0123457,0.00548696,0.000219481,-2.41E-07,-2.44E-05,-1.93E-13,0
206.521,150.833,115.744,12.1645,12.1362,13.4694,0.202786,0.0101496,8.57E-06,3.82E-05,-6.92E-10,3.85E-06,6.38E-16,0
197.091,186.752,104.978,4.2136,9.51663,12.525,7.333,49.3893,56.6568,48.0126,2503.26,328.954,66.5281,0
197.629,186.019,107.117,4.42856,10.4991,12.9119,0.267415,0.0434015,0.000591061,0.000182523,5.64E-08,3.11E-05,-2.03E-08,0
197.372,185.97,107.532,4.32372,10.4269,13.3223,2.94271,6.50198,23.2727,18.3506,379.173,45.996,6.42351,0
197.375,184.632,109.334,4.44766,11.3481,12.3414,3.72428,10.0548,16.5185,6.28951,60.1694,15.5522,22.1233,0
197.375,184.632,109.334,4.44766,11.3481,12.3414,3.72428,10.0548,16.5185,6.28951,60.1694,15.5522,22.1233,0
197.498,185.103,112.159,4.6464,12.0705,12.7742,2.46129,4.14397,12.6039,8.53629,88.5405,17.3397,-0.712293,0
197.44,184.43,111.297,4.67116,11.8115,12.9448,2.48971,4.16468,8.24557,4.71192,29.2386,9.57471,2.77757,0
196.911,185.669,113.797,3.93438,10.0676,12.055,0.304085,0.0646804,0.000826593,0.00029,1.36E-07,6.31E-05,-3.93E-08,0
196.402,183.271,110.745,4.54159,11.1506,13.153,0.230354,0.0252787,6.02E-05,4.67E-06,-7.20E-11,-7.43E-07,-3.10E-11,0
196.886,184.392,112.471,4.7909,11.8628,13.4692,2.94271,6.50198,23.2727,18.3506,379.173,45.996,6.42351,0
205.851,168.268,126.769,11.8596,16.1476,16.1898,0,0,0,0,0,0,0,0
196.886,184.392,112.471,4.7909,11.8628,13.4692,2.94271,6.50198,23.2727,18.3506,379.173,45.996,6.42351,0
196.552,184.858,112.651,4.15186,10.8366,11.8098,0.337914,0.0855125,0.000155986,6.85E-05,7.06E-09,1.99E-05,-4.97E-10,0
196.684,185.19,114.169,4.41266,10.1929,11.7563,2.83539,4.92635,5.75347,0.654644,-0.574392,-1.03388,-1.13324,0
196.718,185.853,116.073,4.28891,10.6305,12.3389,1.56379,1.81763,1.8214,1.11342,1.58462,1.48604,0.0552132,0
196.261,184.788,114.977,4.28955,10.1055,11.4658,0.231215,0.0234168,1.50E-06,2.51E-05,-1.54E-10,3.85E-06,1.61E-16,0
196.261,184.788,114.977,4.28955,10.1055,11.4658,0.231215,0.0234168,1.50E-06,2.51E-05,-1.54E-10,3.85E-06,1.61E-16,0
196.835,184.665,114.915,4.18752,10.7331,12.0302,0.231215,0.0234168,1.50E-06,2.51E-05,-1.54E-10,3.85E-06,1.61E-16,0
196.358,184.175,112.596,4.25107,10.1503,11.8946,0.685303,0.371816,0.0020889,0.000316683,2.07E-07,0.000142554,1.53E-07,0
196.021,183.682,111.124,4.22485,9.82868,12.0762,0.231215,0.0234168,1.50E-06,2.51E-05,-1.54E-10,3.85E-06,1.61E-16,0
196.336,184.56,112.474,4.30205,10.0213,12.6348,0.337914,0.0855125,0.000155986,6.85E-05,7.06E-09,1.99E-05,-4.97E-10,0
196.684,184.419,112.572,4.32542,9.54313,12.5995,0.601794,0.290333,0.00249952,0.00214405,4.96E-06,0.00115021,2.62E-09,0
196.684,184.419,112.572,4.32542,9.54313,12.5995,0.601794,0.290333,0.00249952,0.00214405,4.96E-06,0.00115021,2.62E-09,0
193.833,138.333,135.833,1.67498,3.03681,2.73354,0.403292,0.0597639,0.0334489,0.00683694,0.000101967,0.00166272,-1.71E-05,0
196.611,184.221,112.942,4.2498,9.89031,12.6624,0.183811,0.00313771,0.000462533,1.46E-05,1.04E-09,-1.99E-07,-5.79E-10,0
196.491,187.057,113.146,4.426,9.47323,12.6585,2.23611,2.2936,2.0581,0.264942,0.156124,0.163794,0.117902,0
195.996,185.728,111.42,4.1231,9.69073,13.051,0.333333,0.0277778,8.54E-18,7.12E-18,5.55E-35,-1.13E-18,-1.58E-36,0
211.94,147.026,106.566,14.0229,39.9093,17.377,0.249568,0.0335149,0.000578565,8.13E-05,9.05E-10,-3.73E-06,1.76E-08,0
199.255,153.065,118.074,6.18197,8.11017,10.6755,0.180556,0.00482253,0,0,0,0,0,0
200.984,152.79,117.643,7.25617,8.65154,10.3538,0.333333,0.0277778,4.40E-19,4.34E-19,1.90E-37,-7.22E-20,-8.97E-41,0
201.425,152.956,119.389,7.28677,8.26091,9.94544,0,0,0,0,0,0,0,0
202.915,153.232,119.02,8.1212,8.96339,10.2887,0.183811,0.00313771,0.000462533,1.46E-05,1.04E-09,-1.99E-07,5.79E-10,0
211.471,146.113,107.973,13.7916,38.681,16.6981,0.311461,0.0697872,0.000500009,0.000205273,6.52E-08,5.00E-05,-8.88E-09,0
202.001,152.482,118.528,7.42218,8.35964,10.0224,0.206896,0.00955479,0.00329941,0.00044685,5.41E-07,4.34E-05,4.63E-08,0
202.043,153.175,118.586,7.06443,8.16343,10.0589,0.6067,0.276625,0.00257788,0.00025286,-1.88E-07,-0.000111831,-7.90E-08,0
201.924,153.065,118.734,7.34855,8.62929,10.4966,0.203704,0.00548697,4.85E-21,9.35E-22,7.90E-43,3.17E-24,-1.83E-42,0
201.811,153.213,119.175,7.38921,8.44234,10.3467,0.26463,0.0405092,1.08E-07,1.83E-05,-2.58E-11,3.69E-06,-1.63E-18,0
202.027,154.439,119.723,7.73491,8.57884,10.4805,0.185293,0.000654909,0.000423584,1.31E-05,-9.70E-10,-3.34E-07,1.91E-16,0
202.646,154.663,119.464,8.12504,9.03425,10.2744,0.231215,0.0234168,1.50E-06,2.51E-05,-1.54E-10,3.85E-06,6.93E-18,0
202.094,153.667,118.688,7.93863,9.03052,10.6927,0.22751,0.0244174,4.82E-05,3.71E-06,-3.83E-11,-3.90E-07,3.17E-11,0
202.038,154.204,118.212,8.13425,9.23005,10.6454,0.317104,0.0735474,3.97E-05,1.47E-05,3.56E-10,3.99E-06,-2.39E-12,0
201.661,153.388,117.893,7.42407,8.77539,10.481,0.194811,0.00789541,0.00180017,0.000227677,1.37E-07,1.71E-05,-4.85E-08,0
200.087,153.774,119.819,7.12198,8.57238,10.1996,4.67743,19.5687,6.88105,6.06755,39.1541,26.5489,-2.00851,0
212.093,145.866,106.718,14.2454,39.8124,17.5793,0.229987,0.025744,0.000290527,5.67E-05,7.26E-09,8.68E-06,5.51E-10,0
201.437,154.409,119.29,6.97701,8.68828,10.26,0.231215,0.0234168,1.50E-06,2.51E-05,-1.54E-10,3.85E-06,3.57E-17,0
202.044,153.9,119.496,7.25988,8.6926,10.6838,0.211154,0.011293,0.00357241,0.000580986,8.34E-07,5.96E-05,-6.63E-08,0
201.379,154.361,119.635,6.93248,9.14594,10.819,0.362067,0.0972448,0.00372641,0.000479458,-2.17E-07,-7.67E-05,-6.03E-07,0
200.964,153.252,118.42,7.14259,8.19469,10.0215,0.183811,0.00313771,0.000462533,1.46E-05,1.04E-09,-1.99E-07,5.79E-10,0
197.877,151.171,113.586,8.21919,6.97167,9.05295,0.246366,0.0323304,0.000645088,0.000184634,6.05E-08,2.86E-05,1.99E-08,0
200.237,156.32,119.646,6.5962,6.86423,8.61818,0.189142,0.00155582,0.00141603,0.000210391,1.07E-07,2.66E-06,4.05E-08,0
201.052,156.127,119.14,7.69617,9.81831,12.9545,0.212195,0.0172496,0.000820736,6.98E-05,1.62E-09,-8.93E-07,-1.66E-08,0
200.738,153.322,114.492,6.97867,8.59173,11.5112,0,0,0,0,0,0,0,0
201.206,153.252,113.989,7.46763,9.05025,11.9155,0.179848,0.00612684,0.000175053,1.36E-05,5.61E-10,5.42E-07,3.55E-10,0
200.802,153.016,114.037,7.22088,8.86775,11.8636,0.172288,0.00247016,9.32E-05,2.07E-06,-2.67E-11,-9.04E-08,-1.06E-11,0
212.316,147.406,107.397,13.7406,39.6051,16.4041,0.438085,0.164531,0.000128127,2.24E-05,3.34E-10,-1.05E-06,-1.15E-09,0
200.452,153.5,114.876,7.19141,8.82968,12.3576,0.527778,0.250772,0,0,0,0,0,0
199.669,153.346,115.897,6.98367,9.2884,12.7755,0.247849,0.0300083,0.00226652,0.000601174,6.05E-07,5.71E-05,3.56E-07,0
199.509,154.008,117.097,7.07387,9.53197,12.7942,0.256594,0.0331901,0.00373249,0.00134525,2.81E-06,0.00017677,1.09E-06,0
200.539,156.331,120.488,7.42413,9.42241,11.7117,0.183024,0.00705226,0.000229018,1.44E-05,1.05E-10,-2.63E-07,8.18E-10,0
201.528,157.885,122.44,7.46694,8.42281,10.2838,0.4707,0.188636,0.000331946,0.000247929,7.05E-08,9.87E-05,-9.68E-09,0
200.839,156.878,121.577,6.06269,6.8274,8.14018,0.187403,0.00619346,0.00127851,5.53E-05,6.77E-09,1.57E-06,-1.30E-08,0
200.08,156.164,120.397,6.45251,7.04986,8.75082,0.183811,0.00313771,0.000462533,1.46E-05,1.04E-09,-1.99E-07,5.79E-10,0
197.73,153.973,118.097,6.62967,6.8261,8.99404,0.226038,0.0208495,0.00131681,9.32E-05,6.14E-09,-9.58E-07,-3.21E-08,0
